seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source,effective_billed_ms,cost_usd
246,burst,live,nodejs-optimised,nodejs,optimised,1024,measure,burst,off,True,,4,,nodejs-optimised-4,,1789974944.579,2026-09-21T07:15:44.579+00:00,d70e0dca-c36d-46cf-89de-080e43e6d6aa,200,,False,1689.326,96.5,97,,False,78,logs,97.0,1.4933398000000001e-06
244,burst,live,nodejs-optimised,nodejs,optimised,1024,measure,burst,off,True,,4,,nodejs-optimised-4,,1789974944.58,2026-09-21T07:15:44.580+00:00,712dea7c-f8de-4570-9060-326aca598787,200,,False,1799.626,126.97,127,,False,78,logs,127.0,1.8933418e-06
256,burst,live,nodejs-optimised,nodejs,optimised,1024,measure,burst,off,True,,4,,nodejs-optimised-4,,1789974944.581,2026-09-21T07:15:44.581+00:00,62b229f4-6872-4dec-9eea-37a5bc5204fe,200,,False,947.26,129.01,130,,False,78,logs,130.0,1.933342e-06
247,burst,live,nodejs-optimised,nodejs,optimised,1024,measure,burst,off,True,,4,,nodejs-optimised-4,,1789974944.582,2026-09-21T07:15:44.582+00:00,9941b611-7eb9-47d2-b81d-730ddfc800c3,200,,False,1823.599,132.18,133,,False,83,logs,133.0,1.9733422e-06
251,burst,live,nodejs-optimised,nodejs,optimised,1024,measure,burst,off,True,,4,,nodejs-optimised-4,,1789974944.582,2026-09-21T07:15:44.581+00:00,4294e2c3-ad82-42d8-833a-71e50ddd224d,200,,False,1270.263,123.96,124,,False,78,logs,124.0,1.8533416e-06
279,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.508,2026-09-21T07:15:48.507+00:00,58715f7c-aa60-4d70-9a61-0e5db19609bd,200,,False,427.605,32.81,123,89.31,True,41,logs,123.0,1.8400082e-06
260,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.509,2026-09-21T07:15:48.508+00:00,b3633087-621a-45b6-a5c3-1ea86026a4d6,200,,False,372.43,18.4,105,85.86,True,41,logs,105.0,1.600007e-06
263,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.51,2026-09-21T07:15:48.509+00:00,eb39bedc-3f5c-46dd-86e5-b6e24a43c235,200,,False,414.33,27.07,115,87.09,True,41,logs,115.0,1.733341e-06
265,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.511,2026-09-21T07:15:48.510+00:00,71d0e65d-cb3f-4257-87cd-17c5c56d3997,200,,False,417.561,16.82,110,92.42,True,43,logs,110.0,1.666674e-06
261,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.512,2026-09-21T07:15:48.511+00:00,90f5b216-ecce-4ad9-b969-d215ea719a94,200,,False,344.175,14.2,85,70.77,True,41,logs,85.0,1.333339e-06
266,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.513,2026-09-21T07:15:48.513+00:00,62b3f0bc-e807-484d-aa3f-988ae1135db5,200,,False,389.235,31.26,102,70.59,True,41,logs,102.0,1.5600068e-06
269,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.513,2026-09-21T07:15:48.512+00:00,9d5c714f-5d2d-403c-9ab7-4b11c9a306e3,200,,False,399.376,17.03,103,85.1,True,41,logs,103.0,1.5733402e-06
272,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.514,2026-09-21T07:15:48.513+00:00,f5958480-ce38-4b9f-9a34-8fbaa22a6294,200,,False,411.368,27.71,118,90.09,True,41,logs,118.0,1.7733412e-06
276,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.514,2026-09-21T07:15:48.514+00:00,8912ad7b-d0d9-4a66-a6c3-ea4b970f88b6,200,,False,360.74,12.99,84,70.92,True,41,logs,84.0,1.3200056e-06
262,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.515,2026-09-21T07:15:48.515+00:00,4b882235-4825-4284-8b9a-960744decb19,200,,False,406.582,34.09,123,88.75,True,41,logs,123.0,1.8400082e-06
264,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.516,2026-09-21T07:15:48.515+00:00,005b4908-1c63-40ad-9042-05cd71180164,200,,False,545.739,26.16,27,,False,41,logs,27.0,5.600018e-07
271,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.517,2026-09-21T07:15:48.516+00:00,f2b55c72-57ca-45b1-8aef-3b136d459ce7,200,,False,534.648,22.73,23,,False,41,logs,23.0,5.066682e-07
277,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.517,2026-09-21T07:15:48.517+00:00,b6e438cd-7f6c-4835-85e6-2432a4ce0a9e,200,,False,530.248,27.18,28,,False,41,logs,28.0,5.733352e-07
278,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.518,2026-09-21T07:15:48.518+00:00,57c6f580-db0a-4c56-8e1a-93a52a74f972,200,,False,552.867,19.03,20,,False,41,logs,20.0,4.66668e-07
275,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.519,2026-09-21T07:15:48.518+00:00,8598b38b-9129-4afa-b54e-09a69edf18bc,200,,False,533.126,16.5,17,,False,41,logs,17.0,4.266678e-07
270,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.52,2026-09-21T07:15:48.519+00:00,0e7ce1ba-6d11-4b0e-bda0-6fdb03298c08,200,,False,524.746,16.34,17,,False,43,logs,17.0,4.266678e-07
274,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.521,2026-09-21T07:15:48.520+00:00,fcfe6df8-52ff-471f-9e7b-985da747fb9b,200,,False,526.06,17.4,18,,False,41,logs,18.0,4.400012e-07
268,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.522,2026-09-21T07:15:48.521+00:00,bb5b363e-190f-43d0-a400-de7c70393bdd,200,,False,535.962,26.17,27,,False,41,logs,27.0,5.600018e-07
273,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.523,2026-09-21T07:15:48.523+00:00,85a4bc3f-b265-436f-8dbe-c784ad83cd87,200,,False,543.658,26.47,27,,False,41,logs,27.0,5.600018e-07
267,burst,live,python-optimised,python,optimised,1024,measure,burst,off,True,,4,,python-optimised-4,,1789974948.524,2026-09-21T07:15:48.524+00:00,5c3c25b6-4c85-4c03-beef-bd33120303ec,200,,False,528.308,14.75,15,,False,41,logs,15.0,4.00001e-07
280,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.226,2026-09-21T07:15:51.226+00:00,111e8ec4-a442-41cb-9be6-7f859bb226eb,200,,False,828.956,123.73,533,409.07,True,112,logs,533.0,7.3067022e-06
299,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.226,2026-09-21T07:15:51.225+00:00,c50afeed-e72e-48d7-ae0d-5779411a42ce,200,,False,755.562,121.53,453,331.11,True,109,logs,453.0,6.2400302e-06
282,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.228,2026-09-21T07:15:51.227+00:00,733460af-2f40-462b-8c00-a2b777ebbe8f,200,,False,902.024,121.46,568,446.36,True,108,logs,568.0,7.7733712e-06
285,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.228,2026-09-21T07:15:51.228+00:00,8b7ae055-03f2-4c1a-a072-4da375bce6e6,200,,False,873.727,121.03,571,449.42,True,109,logs,571.0,7.8133714e-06
286,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.229,2026-09-21T07:15:51.229+00:00,2aca62b7-8942-4506-9a3f-14dcc6712b57,200,,False,891.969,157.06,587,429.33,True,107,logs,587.0,8.026705799999999e-06
288,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.23,2026-09-21T07:15:51.229+00:00,9eb9a68e-1b2c-4e16-be7b-11eb23bb411f,200,,False,839.827,127.7,551,422.8,True,109,logs,551.0,7.5467034000000006e-06
290,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.231,2026-09-21T07:15:51.230+00:00,d63266ac-763f-4ee1-9b4f-158340d3d890,200,,False,856.136,116.04,549,432.47,True,111,logs,549.0,7.520036600000001e-06
296,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.232,2026-09-21T07:15:51.231+00:00,fd019158-6ed4-421f-8017-baa727c77526,200,,False,864.558,129.43,568,437.78,True,109,logs,568.0,7.7733712e-06
294,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.233,2026-09-21T07:15:51.233+00:00,7dfd6307-007b-46cb-a9f3-e30685acb843,200,,False,870.941,135.38,576,439.93,True,109,logs,576.0,7.8800384e-06
284,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.234,2026-09-21T07:15:51.233+00:00,d7a96456-74bd-4e91-b775-f9c961af3525,200,,False,816.923,130.78,551,420.06,True,107,logs,551.0,7.5467034000000006e-06
287,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.235,2026-09-21T07:15:51.234+00:00,3c713bae-fd11-4671-a936-82f209a47788,200,,False,872.371,47.22,48,,False,112,logs,48.0,8.400032e-07
289,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.235,2026-09-21T07:15:51.235+00:00,5c610d20-1f0c-415d-b60b-d9d56de23376,200,,False,1204.573,39.39,40,,False,107,logs,40.0,7.33336e-07
292,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.236,2026-09-21T07:15:51.236+00:00,60f543ba-3e7e-44a2-b1e4-4ee85b94858f,200,,False,1209.555,32.69,33,,False,108,logs,33.0,6.400022e-07
298,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.236,2026-09-21T07:15:51.235+00:00,b263123a-b857-4020-b243-886765acd885,200,,False,1328.6,36.68,37,,False,107,logs,37.0,6.933357999999999e-07
295,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.237,2026-09-21T07:15:51.236+00:00,2bb425eb-746d-4ba0-a487-59ba63dfac4b,200,,False,1169.441,50.59,51,,False,108,logs,51.0,8.800034e-07
281,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.238,2026-09-21T07:15:51.237+00:00,d15a7fa2-22c1-4fa2-a1cc-e7bf6e6a7f79,200,,False,871.496,46.84,47,,False,107,logs,47.0,8.266698e-07
283,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.238,2026-09-21T07:15:51.238+00:00,013f7457-38d9-4a7f-bef8-b3f4092b7488,200,,False,943.83,38.31,39,,False,108,logs,39.0,7.200026e-07
293,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.239,2026-09-21T07:15:51.239+00:00,319462b1-2092-4e38-9f4d-49e4d48ddfed,200,,False,2613.574,41.12,42,,False,107,logs,42.0,7.600028e-07
297,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.241,2026-09-21T07:15:51.240+00:00,eb9d7be6-9feb-416d-b15f-9a49b114eb40,200,,False,1207.405,46.05,47,,False,109,logs,47.0,8.266698e-07
291,burst,live,java-optimised,java,optimised,1024,measure,burst,off,True,,4,,java-optimised-4,,1789974951.242,2026-09-21T07:15:51.241+00:00,a1da7321-77fb-45ab-9f88-9ce25b5181b0,200,,False,1295.068,36.0,37,,False,108,logs,37.0,6.933357999999999e-07
