t,visible,inflight,delayed
0.5910530090332031,0,0,0
5.769580841064453,0,0,0
10.942527055740356,0,9,0
16.16455578804016,0,17,0
21.32535409927368,0,18,0
26.485543966293335,0,0,0
31.6548490524292,0,12,0
36.82549691200256,0,9,0
42.0165798664093,0,32,0
47.25401496887207,0,32,0
52.42600679397583,0,0,0
57.597100019454956,0,32,0
62.82146906852722,0,32,0
68.06830906867981,0,32,0
73.30778884887695,0,32,0
78.47457122802734,0,32,0
83.64600610733032,0,0,0
