phase,function,memory_mb,calls,error_rate,cold_n,init_p50_ms,init_p95_ms,init_p99_ms,cold_duration_p50_ms,warm_duration_p50_ms,rtt_p50_ms,rtt_p95_ms,rtt_p99_ms,cold_fraction,intended_cold_came_back_warm,cost_per_1k_usd
package_size,java-default,1024,60,0.0,30,771.51,801.1469999999999,818.5471,122.49000000000001,36.835,743.9655,1291.4356,1306.6072,0.5,0,0.006112251783333334
package_size,java-optimised,1024,60,0.0,30,419.105,440.706,443.1414,119.67,36.995000000000005,504.399,906.4431,929.3161699999999,0.5,0,0.003871796136666667
package_size,nodejs-default,1024,60,0.0,30,938.73,1142.9389999999999,1158.5973000000001,177.04500000000002,137.175,1027.662,1867.8999000000001,1883.73036,0.5,0,0.00904737757
package_size,nodejs-optimised,1024,60,0.0,30,142.53,147.4605,149.13590000000002,188.79,116.055,510.5335,658.2099999999999,703.1616799999997,0.5,0,0.0031035700733333333
package_size,python-default,1024,60,0.0,30,3472.18,3592.1845,3606.7279,27.235,17.475,1817.5255,4109.52755,4196.49128,0.5,0,0.022811668613333336
package_size,python-optimised,1024,60,0.0,30,85.72,97.79649999999997,114.45770000000002,22.955,22.7,358.26800000000003,475.58669999999995,532.7060999999999,0.5,0,0.0010706710200000002
runtime_compare,java-optimised,1024,60,0.0,30,404.695,441.0245,447.4344,116.88,38.11,505.187,874.67315,952.0370699999994,0.5,0,0.0037997957766666667
runtime_compare,nodejs-optimised,1024,60,0.0,30,141.475,150.8895,151.375,189.36,116.14500000000001,456.21450000000004,650.25715,667.1770899999999,0.5,0,0.003092236683333334
runtime_compare,python-optimised,1024,60,0.0,30,87.88,94.33399999999999,95.1372,21.15,26.36,302.294,473.23134999999985,549.5704299999998,0.5,0,0.00108067107
