group,method,cases,avg@5,mean_rank,ac@1,ac@1_lo,ac@1_hi,ac@3,ac@3_lo,ac@3_hi
all,rules,4,0.8,2.0,0.5,0.15003898915214947,0.8499610108478506,0.75,0.30064184258240184,0.9544127391902995
all,baro,4,0.7,2.5,0.0,0.0,0.4898908364545973,0.75,0.30064184258240184,0.9544127391902995
all,causalrca,4,0.6,3.0,0.0,0.0,0.4898908364545973,1.0,0.5101091635454027,1.0
all,circa,4,0.75,2.25,0.5,0.15003898915214947,0.8499610108478506,0.75,0.30064184258240184,0.9544127391902995
all,hybrid,4,0.35,4.75,0.25,0.04558726080970055,0.6993581574175981,0.25,0.04558726080970055,0.6993581574175981
all,tracerca,4,1.0,1.0,1.0,0.5101091635454027,1.0,1.0,0.5101091635454027,1.0
