group,method,cases,avg@5,mean_rank,ac@1,ac@1_lo,ac@1_hi,ac@3,ac@3_lo,ac@3_hi
all,rules,90,0.6088888888888888,2.977777777777778,0.28888888888888886,0.20542127259162143,0.3896404359799831,0.6111111111111112,0.5078245886506263,0.7053008278906345
all,baro,90,0.7422222222222222,2.3222222222222224,0.14444444444444443,0.08639988786660784,0.23159877920135785,0.8777777777777778,0.7942625758951103,0.9303638403451762
all,causalrca,4,0.6,3.0,0.0,0.0,0.4898908364545973,1.0,0.5101091635454027,1.0
all,circa,90,0.82,2.077777777777778,0.5888888888888889,0.48563237347145555,0.684867959761553,0.8777777777777778,0.7942625758951103,0.9303638403451762
all,hybrid,90,0.5,3.6333333333333333,0.25555555555555554,0.17674759373369173,0.3543764898755346,0.4777777777777778,0.37762055582045667,0.5797543608712912
all,tracerca,90,0.6177777777777778,2.922222222222222,0.1111111111111111,0.06148319189297713,0.19257785021261037,0.6444444444444445,0.5415017311001208,0.7355613104035182
