phase,function,memory_mb,calls,error_rate,cold_n,init_p50_ms,init_p95_ms,init_p99_ms,cold_duration_p50_ms,warm_duration_p50_ms,rtt_p50_ms,rtt_p95_ms,rtt_p99_ms,cold_fraction,intended_cold_came_back_warm,cost_per_1k_usd
package_size,java-default,1024,60,0.0,30,765.3199999999999,808.4325,819.9879000000001,123.66499999999999,38.64,682.1804999999999,1284.3012999999999,1375.1752999999999,0.5,0,0.006155585333333334
package_size,java-optimised,1024,60,0.0,30,411.125,443.3995,447.521,121.445,37.36,482.732,871.6461499999999,906.71552,0.5,0,0.0038380181899999996
package_size,nodejs-default,1024,60,0.0,30,1127.0149999999999,1158.442,1163.5248,236.585,166.945,926.6535,1881.55035,1927.64457,0.5,0,0.009856048279999998
package_size,nodejs-optimised,1024,60,0.0,30,140.485,149.7835,152.8681,186.13,119.0,483.79200000000003,662.92105,700.5056,0.5,0,0.003088236663333334
package_size,python-default,1024,60,0.0,30,3461.12,3573.787,3583.0257,27.335,22.88,1690.0520000000001,4066.5735999999997,4200.18742,0.5,0,0.02253966725333334
package_size,python-optimised,1024,60,0.0,30,87.75,95.72399999999999,124.08500000000004,25.200000000000003,22.07,300.8065,448.7873999999998,547.5845199999998,0.5,0,0.0010802266233333332
runtime_compare,java-optimised,1024,60,0.0,30,410.03999999999996,439.6655,501.7221,121.55,36.95,576.34,912.17815,1008.5186899999998,0.5,0,0.0038642405433333333
runtime_compare,nodejs-optimised,1024,60,0.0,30,126.905,148.144,330.10620000000023,180.73000000000002,109.67,456.106,743.6590499999999,870.8745999999999,0.5,0,0.003095125586666667
runtime_compare,python-optimised,1024,60,0.0,30,88.39,95.707,115.79720000000002,25.189999999999998,21.195,318.6455,452.5517499999999,509.6922399999999,0.5,0,0.0010722265833333334
