detector,label,precision,recall,f1,f1_ci_low,f1_ci_high,tp,fp,fn,far_B_normal,far_C_elasticity,far_C_burst,far_C_no_burst,fp_C_with_cold_start,fp_C_in_burst,injections_detected,median_delay_s
d1_primary,D1 source-free (primary),0.9583969465648855,0.8634800550206327,0.9084659913169321,0.8916756404906059,0.9240165259565295,2511,109,397,0.01874462596732588,0.09074074074074075,0.3680555555555556,0.04807692307692308,38,53,0.9875,0.0
d1_ocsvm,D1a OC-SVM,0.9583969465648855,0.8634800550206327,0.9084659913169321,0.8916756404906059,0.9240165259565295,2511,109,397,0.01874462596732588,0.09074074074074075,0.3680555555555556,0.04807692307692308,38,53,0.9875,0.0
d1_iforest,D1b Isolation Forest,0.7106598984771574,0.048143053645116916,0.09017713365539451,0.06954069904382489,0.11247374368682216,140,57,2768,0.009802235597592433,0.10185185185185185,0.7152777777777778,0.007478632478632479,41,103,0.12916666666666668,60.0
d2_transfer,D2 transfer (ELFA-Log style),0.8259557344064387,0.8469738651994498,0.836332767402377,0.7845818528621997,0.8869392260790039,2463,519,445,0.08925193465176268,0.24722222222222223,0.0,0.28525641025641024,0,0,0.9833333333333333,0.0
d3_thresholds,D3 threshold alarms,1.0,0.8796423658872077,0.9359678009513355,0.9234493647649612,0.947444484285543,2558,0,350,0.0,0.0,0.0,0.0,0,0,0.9986111111111111,0.0
d4_novel,D4 Context-Aware OC-SVM (novel),0.9709631728045326,0.9429160935350757,0.9567341242149338,0.9463066426989999,0.9661324658337425,2742,82,166,0.014101461736887361,0.05555555555555555,0.1388888888888889,0.042735042735042736,0,20,1.0,0.0
