t_sent,kind,status,latency_ms,trace_id,error
1790020231.335,create,504,3294.49,Root=1-6ab18a87-027e3a326dbd41932cb4aa3a;Parent=237b6e7292f5cafd;Sampled=0;Lineage=1:3cc2d273:0,
1790020232.335,create,504,3458.5,Root=1-6ab18a88-349f71690ceac60f494d1b31;Parent=324dd73acee34373;Sampled=0;Lineage=1:3cc2d273:0,
1790020234.335,create,504,1540.27,Root=1-6ab18a8a-514393e126c425050f270c5e;Parent=5d1ec4ac27106af2;Sampled=0;Lineage=1:3cc2d273:0,
1790020233.335,create,504,3539.01,Root=1-6ab18a89-76aa60db7aa333ee14870df1;Parent=660f6763f9879a83;Sampled=0;Lineage=1:3cc2d273:0,
1790020235.335,create,504,1728.89,Root=1-6ab18a8b-09d261106ba8fefc1d26d254;Parent=22aa4dac40056249;Sampled=0;Lineage=1:3cc2d273:0,
1790020236.335,create,504,1706.79,Root=1-6ab18a8c-44bec8946f6b46b6144df1bd;Parent=1cc524f028641dde;Sampled=0;Lineage=1:3cc2d273:0,
1790020237.335,create,201,979.44,Root=1-6ab18a8d-481fefbf4d95a6c0462e5947;Parent=770eaed3ae9f7c1a;Sampled=0;Lineage=1:3cc2d273:0,
1790020238.335,get,200,523.03,Root=1-6ab18a8e-24721287590168b014b1931a;Parent=2c62dc805a38e24d;Sampled=0;Lineage=1:3cc2d273:0,
1790020239.335,create,201,892.46,Root=1-6ab18a8f-5a943daa35db18934a590198;Parent=09cac25b04a04fa7;Sampled=0;Lineage=1:3cc2d273:0,
1790020240.335,create,201,583.02,Root=1-6ab18a90-75f9a10c1d0f9f76299ac50e;Parent=52c3b6d58210896e;Sampled=0;Lineage=1:3cc2d273:0,
1790020241.335,create,201,904.08,Root=1-6ab18a91-4a72f6985b1d1ec40fed98a6;Parent=444d4cedceff05f9;Sampled=0;Lineage=1:3cc2d273:0,
1790020242.335,create,201,874.23,Root=1-6ab18a92-1733630637cda3c1079236bb;Parent=168bc6298428e7e5;Sampled=0;Lineage=1:3cc2d273:0,
1790020243.335,create,201,806.06,Root=1-6ab18a93-2f2ec81d54be280769ba5168;Parent=6250924b87f7e4f7;Sampled=0;Lineage=1:3cc2d273:0,
1790020244.335,create,201,771.82,Root=1-6ab18a94-109c69656a96b8ef2eea5b58;Parent=1ac93609048b3931;Sampled=0;Lineage=1:3cc2d273:0,
1790020245.335,create,201,889.69,Root=1-6ab18a95-785aeefe72e3416140089af3;Parent=6f2a0812b830bea0;Sampled=0;Lineage=1:3cc2d273:0,
1790020246.335,create,201,570.56,Root=1-6ab18a96-186e08a515cbcc4d6b347b1e;Parent=4bb8189d79bdb497;Sampled=0;Lineage=1:3cc2d273:0,
1790020247.335,create,201,854.46,Root=1-6ab18a97-2fd02ce01e5490ea120e8a8f;Parent=551d3b400c9a8e9c;Sampled=0;Lineage=1:3cc2d273:0,
1790020248.335,create,201,971.49,Root=1-6ab18a98-114af3933e47ac6e4c28f1fc;Parent=6f8ad542db5d64a3;Sampled=0;Lineage=1:3cc2d273:0,
1790020249.335,cancel,200,382.87,Root=1-6ab18a99-4c5b9ab655b833813b38dd4f;Parent=3c721f48e89588ef;Sampled=0;Lineage=1:3cc2d273:0,
