t_sent,kind,status,latency_ms,trace_id,error
1790018971.713,create,504,3232.71,Root=1-6ab1859c-776c225e7887861e3f2a0d9b;Parent=41384dd8fac477f2;Sampled=0;Lineage=1:3cc2d273:0,
1790018970.713,create,504,4702.73,Root=1-6ab1859b-2c0c2c2f2fa91db663d5ea5e;Parent=516fd8445d25cd00;Sampled=0;Lineage=1:3cc2d273:0,
1790018972.713,create,504,3515.59,Root=1-6ab1859d-240599bf4e6ddf173598dc66;Parent=1f77ed28b227c8f9;Sampled=0;Lineage=1:3cc2d273:0,
1790018974.713,create,504,1609.46,Root=1-6ab1859f-4b79925104adb7e6446d4aca;Parent=06cb5041dcb3c98c;Sampled=0;Lineage=1:3cc2d273:0,
1790018973.713,create,504,3625.36,Root=1-6ab1859e-6f3d2a8146f23682354ae693;Parent=7bc0816f0aedc8b4;Sampled=0;Lineage=1:3cc2d273:0,
1790018975.713,create,504,1732.08,Root=1-6ab185a0-11aa242a0eea7f2210829ccf;Parent=3daade3b07c14504;Sampled=0;Lineage=1:3cc2d273:0,
1790018976.713,create,504,1723.71,Root=1-6ab185a1-78562f3233327d1234098f57;Parent=478047515373e4df;Sampled=0;Lineage=1:3cc2d273:0,
1790018977.713,create,201,1010.26,Root=1-6ab185a2-34d6b89474b4702d510b1aaf;Parent=2050c05cabd58f09;Sampled=0;Lineage=1:3cc2d273:0,
1790018978.713,create,201,872.18,Root=1-6ab185a3-59f5dacb6e4956cf7048974b;Parent=7954cb5be3375163;Sampled=0;Lineage=1:3cc2d273:0,
1790018979.713,create,201,615.12,Root=1-6ab185a3-38278822657b6cb438303563;Parent=47f37e112bee91c9;Sampled=0;Lineage=1:3cc2d273:0,
1790018980.713,create,201,947.11,Root=1-6ab185a5-731d80624a8268504dbd6619;Parent=07e16a6f09073ede;Sampled=0;Lineage=1:3cc2d273:0,
1790018981.713,create,201,634.14,Root=1-6ab185a5-292858cd13c1ed7506400f88;Parent=754ac09a7d1dd725;Sampled=0;Lineage=1:3cc2d273:0,
1790018982.713,create,201,922.92,Root=1-6ab185a6-4004e65a0c3f970d5b1af8d0;Parent=3274efce51af265f;Sampled=0;Lineage=1:3cc2d273:0,
1790018983.713,create,201,928.68,Root=1-6ab185a8-2eca39104b9171046c5dc669;Parent=15f126464cac8b78;Sampled=0;Lineage=1:3cc2d273:0,
1790018984.713,create,201,897.01,Root=1-6ab185a9-24b8e2b511576040285d2615;Parent=637d3db2a8d104e9;Sampled=0;Lineage=1:3cc2d273:0,
1790018985.713,create,201,863.58,Root=1-6ab185aa-16d3cd5377c919c328e51088;Parent=0289d33ce632fd6e;Sampled=0;Lineage=1:3cc2d273:0,
1790018986.713,create,201,923.43,Root=1-6ab185ab-240a51bd645f11c5754ca6bb;Parent=6b5e94241d80f32a;Sampled=0;Lineage=1:3cc2d273:0,
1790018987.713,create,201,611.46,Root=1-6ab185ab-009208ee2f298a4b117417d7;Parent=59e902eef4448ea3;Sampled=0;Lineage=1:3cc2d273:0,
1790018988.713,cancel,200,731.01,Root=1-6ab185ad-5fca3d1a41e7ad0f7e14d67d;Parent=195a1aabb5b17c65;Sampled=0;Lineage=1:3cc2d273:0,
1790018989.713,create,201,748.56,Root=1-6ab185ad-0b5dd76470e897eb482545c8;Parent=607a76296f4c71a0;Sampled=0;Lineage=1:3cc2d273:0,
1790018990.713,get,200,569.17,Root=1-6ab185af-249ec71c7b7fdfb87dfdfa74;Parent=1e638a08e5505c04;Sampled=0;Lineage=1:3cc2d273:0,
1790018991.713,create,201,1008.83,Root=1-6ab185b0-64ae8a29295eda8e081a747d;Parent=7499e9677f57a603;Sampled=0;Lineage=1:3cc2d273:0,
1790018992.713,create,201,862.99,Root=1-6ab185b1-7f21ded90bbca16a43f61134;Parent=73af9e0d086bfb59;Sampled=0;Lineage=1:3cc2d273:0,
1790018993.713,create,201,635.88,Root=1-6ab185b1-7f8b229a5b78c75c12349193;Parent=29743a1f4e2acf63;Sampled=0;Lineage=1:3cc2d273:0,
1790018994.713,create,201,973.22,Root=1-6ab185b3-3e286f4b29d822c21a91e202;Parent=792ee706cd55b063;Sampled=0;Lineage=1:3cc2d273:0,
1790018995.713,create,201,993.44,Root=1-6ab185b4-440ec7432ec357d92cd53dbe;Parent=537e8bb7d4fa0b1e;Sampled=0;Lineage=1:3cc2d273:0,
1790018996.713,get,200,614.17,Root=1-6ab185b5-5d8d830a27063f272429ddb7;Parent=4944802e2690cd76;Sampled=0;Lineage=1:3cc2d273:0,
1790018997.713,create,201,1004.02,Root=1-6ab185b6-16ded81416794c18088d79e6;Parent=7205e0a39c6e196a;Sampled=0;Lineage=1:3cc2d273:0,
1790018998.713,create,201,665.82,Root=1-6ab185b6-12bb54bc20b5d6a91e55087d;Parent=1b44392d0a703ee2;Sampled=0;Lineage=1:3cc2d273:0,
1790018999.713,create,201,911.46,Root=1-6ab185b8-12c729c63566063841809470;Parent=0363409546d091bc;Sampled=0;Lineage=1:3cc2d273:0,
