seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source,effective_billed_ms,cost_usd
201,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,16,,,,1790078430.575,2026-09-22T12:00:30.574+00:00,449fec74-45df-454f-8fc4-955b7806bfda,200,,False,299.173,116.43,117,,False,79,logs,117.0,1.7600078e-06
202,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,16,,,,1790078433.032,2026-09-22T12:00:33.031+00:00,62a82b93-baea-4bc8-b53a-d7f66801a9c2,200,,False,919.264,131.26,563,430.83,True,109,logs,563.0,7.7067042e-06
203,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,16,,,,1790078433.952,2026-09-22T12:00:33.951+00:00,a5bf3267-9fb4-45e8-a9ba-9e5ac8567d62,200,,False,227.252,47.11,48,,False,109,logs,48.0,8.400032e-07
204,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,17,,,,1790078436.257,2026-09-22T12:00:36.257+00:00,cf129b64-137a-4b2e-af9a-be7f9da874eb,200,,False,706.759,202.89,352,148.35,True,79,logs,352.0,4.8933568e-06
205,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,17,,,,1790078436.965,2026-09-22T12:00:36.964+00:00,b3b525fa-cb11-4e90-9f8c-1cdfd3855588,200,,False,335.953,128.2,129,,False,79,logs,129.0,1.9200086e-06
206,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,17,,,,1790078439.495,2026-09-22T12:00:39.494+00:00,9e62b45b-d931-48e4-bd7d-cb5e6c186317,200,,False,396.328,20.5,94,72.82,True,41,logs,94.0,1.4533396e-06
207,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,17,,,,1790078439.893,2026-09-22T12:00:39.892+00:00,c80c1690-d4f1-4efb-a396-6dc1106da591,200,,False,288.592,17.45,18,,False,41,logs,18.0,4.400012e-07
208,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,17,,,,1790078442.299,2026-09-22T12:00:42.299+00:00,f80ed50b-3630-4f73-85eb-7ef80253ca87,200,,False,764.887,106.19,432,325.03,True,109,logs,432.0,5.9600288e-06
209,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,17,,,,1790078443.067,2026-09-22T12:00:43.067+00:00,7d78396a-e4f3-4d85-af66-67d22f1f88c9,200,,False,212.649,33.51,34,,False,109,logs,34.0,6.533356e-07
210,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,17,,,,1790078445.458,2026-09-22T12:00:45.457+00:00,0f57eb8b-580e-4436-909e-244950da687b,200,,False,3969.049,28.34,3501,3472.19,True,134,logs,3501.0,4.6880233399999995e-05
211,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,17,,,,1790078449.428,2026-09-22T12:00:49.428+00:00,77702564-e5ba-4470-b127-2f813a354c42,200,,False,197.195,19.97,20,,False,134,logs,20.0,4.66668e-07
212,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,17,,,,1790078451.758,2026-09-22T12:00:51.758+00:00,f930a121-df92-422e-82d9-11140e98ac0a,200,,False,1869.723,274.12,1437,1162.68,True,127,logs,1437.0,1.9360095800000004e-05
213,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,17,,,,1790078453.629,2026-09-22T12:00:53.629+00:00,916a841e-86b3-4c9d-b663-0f811c1332cd,200,,False,348.466,171.62,172,,False,135,logs,172.0,2.4933448000000002e-06
214,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,17,,,,1790078456.242,2026-09-22T12:00:56.241+00:00,7fac11b2-fde3-4c61-aafb-c6caa5ccc6b6,200,,False,1233.435,128.9,926,796.32,True,123,logs,926.0,1.2546728400000001e-05
215,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,17,,,,1790078457.478,2026-09-22T12:00:57.478+00:00,3dacf641-f1ed-402f-902d-10f6ea49edfd,200,,False,235.602,52.48,53,,False,123,logs,53.0,9.066701999999999e-07
216,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,18,,,,1790078459.813,2026-09-22T12:00:59.813+00:00,23c6820e-2305-4bb4-8510-666deddb37a0,200,,False,442.655,33.07,125,91.42,True,41,logs,125.0,1.866675e-06
217,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,18,,,,1790078460.257,2026-09-22T12:01:00.256+00:00,c2682606-50ce-4b0a-9898-d677e8d841ba,200,,False,219.948,28.67,29,,False,41,logs,29.0,5.866686000000001e-07
218,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,18,,,,1790078462.571,2026-09-22T12:01:02.571+00:00,64f54917-1320-43d5-900f-25630facb06f,200,,False,3243.687,29.45,2847,2817.19,True,134,logs,2847.0,3.81601898e-05
219,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,18,,,,1790078465.818,2026-09-22T12:01:05.818+00:00,dc479806-9612-421d-af0d-cbc95be86be7,200,,False,196.116,14.07,15,,False,134,logs,15.0,4.00001e-07
220,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,18,,,,1790078468.261,2026-09-22T12:01:08.261+00:00,1a948a9a-86b1-4a7c-9c55-493ab1ed270c,200,,False,682.971,194.63,346,151.15,True,79,logs,346.0,4.8133564e-06
221,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,18,,,,1790078468.947,2026-09-22T12:01:08.946+00:00,65a34b6a-e5d2-4a36-8a12-a53c0abc8213,200,,False,300.54,124.7,125,,False,79,logs,125.0,1.866675e-06
222,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,18,,,,1790078471.333,2026-09-22T12:01:11.333+00:00,a55839ce-aad0-4ffd-b24f-aaae7af90114,200,,False,1811.335,247.1,1376,1128.67,True,126,logs,1376.0,1.85467584e-05
223,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,18,,,,1790078473.148,2026-09-22T12:01:13.147+00:00,357d7fac-b7a9-4c6e-bd1f-27cffc28366f,200,,False,432.671,196.17,197,,False,139,logs,197.0,2.8266798e-06
224,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,18,,,,1790078475.835,2026-09-22T12:01:15.834+00:00,521a17f7-ca13-45a0-adfd-789e4df7bf44,200,,False,741.165,122.41,457,334.5,True,109,logs,457.0,6.2933638e-06
225,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,18,,,,1790078476.58,2026-09-22T12:01:16.579+00:00,a7fac4eb-a771-4133-b5bb-1621233e0486,200,,False,231.012,34.19,35,,False,109,logs,35.0,6.666690000000001e-07
226,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,18,,,,1790078478.931,2026-09-22T12:01:18.931+00:00,fd774598-a46c-4c03-b93a-848e924372f7,200,,False,1204.859,124.78,772,646.71,True,122,logs,772.0,1.0493384800000001e-05
227,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,18,,,,1790078480.139,2026-09-22T12:01:20.138+00:00,16d7b052-0760-419d-a62d-7267be73cda2,200,,False,209.273,28.67,29,,False,122,logs,29.0,5.866686000000001e-07
228,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,19,,,,1790078482.491,2026-09-22T12:01:22.490+00:00,c2109461-5379-4f23-ae56-344767ddfe05,200,,False,4117.399,36.0,3615,3578.69,True,132,logs,3615.0,4.8400241000000003e-05
229,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,19,,,,1790078486.609,2026-09-22T12:01:26.609+00:00,fcde695a-49d5-474a-bea7-e08cbc665710,200,,False,198.32,20.19,21,,False,133,logs,21.0,4.800014000000001e-07
230,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,19,,,,1790078488.982,2026-09-22T12:01:28.982+00:00,7e075fc8-951c-4cf0-ad4f-775118bc23d2,200,,False,1011.77,106.14,729,622.66,True,119,logs,729.0,9.9200486e-06
231,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,19,,,,1790078489.995,2026-09-22T12:01:29.994+00:00,afd3da43-128d-49cf-9d61-58a744c473b0,200,,False,195.721,19.53,20,,False,119,logs,20.0,4.66668e-07
232,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,19,,,,1790078492.283,2026-09-22T12:01:32.282+00:00,e0774a43-6c6e-4839-96cb-e1549e4675a8,200,,False,1543.358,176.12,1104,927.75,True,126,logs,1104.0,1.49200736e-05
233,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,19,,,,1790078493.827,2026-09-22T12:01:33.827+00:00,31ca11c7-af90-48c0-acc5-c5508982a690,200,,False,286.995,96.52,97,,False,134,logs,97.0,1.4933398000000001e-06
234,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,19,,,,1790078496.208,2026-09-22T12:01:36.208+00:00,f84533f1-2159-4b4b-9ce1-b16dd35d2687,200,,False,638.624,195.83,337,140.73,True,78,logs,337.0,4.6933558e-06
235,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,19,,,,1790078496.849,2026-09-22T12:01:36.849+00:00,70224885-144b-48b6-bb40-a17616cadb46,200,,False,297.867,116.55,117,,False,78,logs,117.0,1.7600078e-06
236,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,19,,,,1790078499.278,2026-09-22T12:01:39.277+00:00,7fbab6af-7a86-4a65-99e8-df623b61ad8a,200,,False,598.916,34.71,123,87.68,True,41,logs,123.0,1.8400082e-06
237,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,19,,,,1790078499.878,2026-09-22T12:01:39.877+00:00,6d92598a-4fa6-42f8-8b3f-034c52a9f6c0,200,,False,203.197,26.38,27,,False,41,logs,27.0,5.600018e-07
238,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,19,,,,1790078502.352,2026-09-22T12:01:42.351+00:00,5b321edb-3bde-43d1-b559-13a2d465dc36,200,,False,943.723,131.28,560,428.67,True,109,logs,560.0,7.666704000000002e-06
239,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,19,,,,1790078503.297,2026-09-22T12:01:43.297+00:00,c6f01e93-b6f0-43e9-8016-a3d45c515d0d,200,,False,249.298,47.02,48,,False,109,logs,48.0,8.400032e-07
240,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,20,,,,1790078505.736,2026-09-22T12:01:45.735+00:00,3bc4ef4f-a95e-413f-8566-e9d7f794c073,200,,False,434.691,21.11,109,87.51,True,41,logs,109.0,1.6533406e-06
241,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,20,,,,1790078506.171,2026-09-22T12:01:46.171+00:00,fb608f47-7ee7-4c80-b36e-1b737c7cfa0f,200,,False,200.222,16.61,17,,False,41,logs,17.0,4.266678e-07
242,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,20,,,,1790078508.79,2026-09-22T12:01:48.790+00:00,514d45a3-fc3d-4d9c-8991-3c728210834b,200,,False,1307.254,132.27,909,776.05,True,123,logs,909.0,1.2320060600000001e-05
243,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,20,,,,1790078510.098,2026-09-22T12:01:50.098+00:00,af921161-8120-454b-b891-95ea0ce05c5a,200,,False,264.856,37.68,38,,False,123,logs,38.0,7.066692e-07
244,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,20,,,,1790078512.532,2026-09-22T12:01:52.531+00:00,4fb23f1e-c9f5-4a04-8f3f-4e14dec1cf8d,200,,False,578.533,151.95,269,116.11,True,78,logs,269.0,3.7866846000000006e-06
245,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,20,,,,1790078513.111,2026-09-22T12:01:53.110+00:00,f1604966-d085-412e-9647-78d04605fbd4,200,,False,260.218,85.38,86,,False,78,logs,86.0,1.3466724e-06
246,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,20,,,,1790078515.508,2026-09-22T12:01:55.508+00:00,158aaf61-e8e4-4182-8807-92d3a0fdd26f,200,,False,4048.993,27.24,3558,3530.56,True,132,logs,3558.0,4.7640237199999996e-05
247,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,20,,,,1790078519.563,2026-09-22T12:01:59.563+00:00,b4898948-356b-42aa-8a7c-5053ff077f55,200,,False,236.037,16.02,17,,False,133,logs,17.0,4.266678e-07
248,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,20,,,,1790078522.097,2026-09-22T12:02:02.097+00:00,c3d0a632-f6b8-4cae-a88a-46a812e97d14,200,,False,1897.526,264.05,1397,1132.52,True,129,logs,1397.0,1.88267598e-05
249,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,20,,,,1790078523.996,2026-09-22T12:02:03.995+00:00,b4e298e1-46d5-4bde-992b-50130f1dd294,200,,False,526.518,179.3,180,,False,137,logs,180.0,2.600012e-06
250,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,20,,,,1790078526.887,2026-09-22T12:02:06.886+00:00,33569843-53e8-406d-9b41-3af5461b2a7f,200,,False,864.274,111.43,447,334.9,True,107,logs,447.0,6.1600298e-06
251,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,20,,,,1790078527.753,2026-09-22T12:02:07.752+00:00,c44a2996-87fb-4913-8683-be138592f40b,200,,False,215.679,28.54,29,,False,107,logs,29.0,5.866686000000001e-07
252,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,21,,,,1790078530.21,2026-09-22T12:02:10.209+00:00,932a71d2-6109-4664-bec6-c9e6738632e5,200,,False,1276.183,125.48,904,777.97,True,119,logs,904.0,1.22533936e-05
253,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,21,,,,1790078531.487,2026-09-22T12:02:11.487+00:00,5b030493-ab73-41a0-8183-db4887d0c136,200,,False,234.14,48.47,49,,False,119,logs,49.0,8.533366e-07
254,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,21,,,,1790078533.848,2026-09-22T12:02:13.847+00:00,e93aa802-73d9-4b8b-8828-2be64f165a1c,200,,False,4008.304,30.74,3479,3447.91,True,134,logs,3479.0,4.65868986e-05
255,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,21,,,,1790078537.857,2026-09-22T12:02:17.856+00:00,16d44ceb-3c32-40fa-8799-0f95c1d94e55,200,,False,213.095,26.47,27,,False,136,logs,27.0,5.600018e-07
256,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,21,,,,1790078540.248,2026-09-22T12:02:20.247+00:00,f69d04a6-41ba-4b70-bc46-d51b1831d669,200,,False,523.34,30.91,117,85.67,True,43,logs,117.0,1.7600078e-06
257,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,21,,,,1790078540.771,2026-09-22T12:02:20.771+00:00,2abf991f-fc45-4397-a4ff-84a962925ccb,200,,False,209.701,32.81,33,,False,43,logs,33.0,6.400022e-07
258,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,21,,,,1790078543.139,2026-09-22T12:02:23.139+00:00,85df47a7-aa4a-43b9-a81c-3ea929381512,200,,False,1464.581,132.74,1063,929.41,True,126,logs,1063.0,1.43734042e-05
259,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,21,,,,1790078544.605,2026-09-22T12:02:24.604+00:00,e39b7023-f0cd-4274-adef-a91e51c8f270,200,,False,281.312,97.87,98,,False,133,logs,98.0,1.5066732e-06
260,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,21,,,,1790078547.107,2026-09-22T12:02:27.107+00:00,4ba5e6de-cf24-438b-a54a-c4dede9a4ca8,200,,False,658.895,160.63,279,117.91,True,78,logs,279.0,3.9200186e-06
261,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,21,,,,1790078547.767,2026-09-22T12:02:27.767+00:00,68c9225b-59a3-4992-957a-7af4879364d0,200,,False,344.789,99.75,100,,False,78,logs,100.0,1.53334e-06
262,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,21,,,,1790078550.276,2026-09-22T12:02:30.275+00:00,55281fb2-03ca-40e3-806a-6580e808442c,200,,False,1026.698,129.25,568,438.34,True,107,logs,568.0,7.7733712e-06
263,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,21,,,,1790078551.303,2026-09-22T12:02:31.303+00:00,0273e7e0-cd95-488f-a986-22086ca365d3,200,,False,219.407,38.69,39,,False,107,logs,39.0,7.200026e-07
264,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,22,,,,1790078553.75,2026-09-22T12:02:33.749+00:00,8b0495d7-15d3-4e94-861e-1ad70573c70b,200,,False,1260.721,127.06,925,797.9,True,121,logs,925.0,1.2533395e-05
265,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,22,,,,1790078555.011,2026-09-22T12:02:35.011+00:00,d2bd4c83-d0b2-4d67-98af-6facc3e42cd7,200,,False,213.679,36.65,37,,False,121,logs,37.0,6.933357999999999e-07
266,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,22,,,,1790078557.451,2026-09-22T12:02:37.451+00:00,c37dac87-7fbe-4313-af2a-aa6a50412ed3,200,,False,1542.543,176.68,1136,958.87,True,130,logs,1136.0,1.5346742399999998e-05
267,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,22,,,,1790078558.998,2026-09-22T12:02:38.998+00:00,0abaa994-ab70-4e19-b52e-e999bd9ad9df,200,,False,294.995,114.79,115,,False,136,logs,115.0,1.733341e-06
268,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,22,,,,1790078561.463,2026-09-22T12:02:41.463+00:00,2a77ca55-6cc5-4e58-85e4-74b8632aba79,200,,False,564.76,146.23,274,127.74,True,80,logs,274.0,3.8533516e-06
269,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,22,,,,1790078562.033,2026-09-22T12:02:42.032+00:00,2c5c8bc1-100a-4a00-876d-005b25ce53ec,200,,False,272.041,87.89,88,,False,80,logs,88.0,1.3733392e-06
270,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,22,,,,1790078564.444,2026-09-22T12:02:44.444+00:00,66e60dcd-d596-4dec-bd22-44fe0e1a6db4,200,,False,472.875,22.24,114,91.33,True,41,logs,114.0,1.7200076e-06
271,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,22,,,,1790078564.918,2026-09-22T12:02:44.917+00:00,37600259-dd77-4bff-8506-1fff653d29b8,200,,False,198.272,18.39,19,,False,41,logs,19.0,4.533346e-07
272,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,22,,,,1790078567.277,2026-09-22T12:02:47.277+00:00,5e40a1b8-a5ba-415c-8a8c-97417e69924f,200,,False,4171.067,27.69,3533,3504.6,True,134,logs,3533.0,4.7306902199999995e-05
273,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,22,,,,1790078571.452,2026-09-22T12:02:51.451+00:00,48b33b2a-7e3c-4597-989b-5cca6d2c56f7,200,,False,255.369,26.55,27,,False,134,logs,27.0,5.600018e-07
274,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,22,,,,1790078573.866,2026-09-22T12:02:53.866+00:00,bfd30975-0bad-4306-8c3d-9b1e71ad6cf1,200,,False,803.925,125.78,538,411.32,True,107,logs,538.0,7.3733692000000005e-06
275,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,22,,,,1790078574.671,2026-09-22T12:02:54.671+00:00,922c4d77-4a4d-4a27-8f76-4f823a419fe9,200,,False,237.354,36.9,37,,False,107,logs,37.0,6.933357999999999e-07
276,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,23,,,,1790078576.983,2026-09-22T12:02:56.982+00:00,f6a93e4e-2859-48d1-91ba-7353f6fc58d3,200,,False,3160.582,16.59,2734,2717.27,True,133,logs,2734.0,3.66535156e-05
277,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,23,,,,1790078580.144,2026-09-22T12:03:00.144+00:00,18cfdd99-b2a2-420a-8d6e-cc1ca12e2ef3,200,,False,199.985,22.03,23,,False,133,logs,23.0,5.066682e-07
278,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,23,,,,1790078582.455,2026-09-22T12:03:02.454+00:00,33faf679-9025-44b1-9bb5-360c8fa86df0,200,,False,1835.264,269.5,1375,1105.29,True,126,logs,1375.0,1.8533425000000003e-05
279,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,23,,,,1790078584.294,2026-09-22T12:03:04.293+00:00,e1244015-a08e-4bc7-8686-06b5f42f9f4a,200,,False,396.436,184.55,185,,False,135,logs,185.0,2.6666790000000003e-06
280,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,23,,,,1790078586.807,2026-09-22T12:03:06.806+00:00,09bfa57a-9430-459f-8756-219f409b14ab,200,,False,654.598,209.46,353,142.56,True,78,logs,353.0,4.906690199999999e-06
281,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,23,,,,1790078587.462,2026-09-22T12:03:07.461+00:00,e4d64ef4-eae2-4d25-b439-b2259b7be281,200,,False,305.589,127.56,128,,False,78,logs,128.0,1.9066752000000001e-06
282,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,23,,,,1790078590.061,2026-09-22T12:03:10.061+00:00,2f788ccc-f772-4e41-bb05-dc972ded9b43,200,,False,1208.58,130.87,911,779.56,True,121,logs,911.0,1.23467274e-05
283,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,23,,,,1790078591.271,2026-09-22T12:03:11.270+00:00,7e02cd56-cece-4bce-91f5-746a803463cb,200,,False,235.324,52.52,53,,False,121,logs,53.0,9.066701999999999e-07
284,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,23,,,,1790078593.65,2026-09-22T12:03:13.649+00:00,76c2225d-d2ac-40fc-a79b-93fe427cee1e,200,,False,702.654,93.95,422,327.93,True,109,logs,422.0,5.826694799999999e-06
285,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,23,,,,1790078594.353,2026-09-22T12:03:14.352+00:00,3e5d2032-c4f1-41ec-8b46-9ddc8c640777,200,,False,214.777,36.51,37,,False,109,logs,37.0,6.933357999999999e-07
286,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,23,,,,1790078596.782,2026-09-22T12:03:16.781+00:00,38f4ec19-0f6d-44b9-87c5-e56148535cb1,200,,False,407.747,17.19,106,88.39,True,41,logs,106.0,1.6133403999999999e-06
287,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,23,,,,1790078597.191,2026-09-22T12:03:17.190+00:00,9606eaac-f565-4c3f-ade2-a75967e4289e,200,,False,296.84,18.91,19,,False,41,logs,19.0,4.533346e-07
288,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,24,,,,1790078599.769,2026-09-22T12:03:19.769+00:00,e88648e5-ea3f-4315-a068-1d3b507da4e4,200,,False,876.871,141.78,572,429.8,True,107,logs,572.0,7.8267048e-06
289,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,24,,,,1790078600.649,2026-09-22T12:03:20.648+00:00,69ac5f17-e2bc-4da2-9746-9c9f364fa956,200,,False,216.752,36.83,37,,False,107,logs,37.0,6.933357999999999e-07
290,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,24,,,,1790078602.913,2026-09-22T12:03:22.913+00:00,715fd722-bee7-4caa-a348-0db78a9fd432,200,,False,414.795,27.16,115,87.63,True,42,logs,115.0,1.733341e-06
291,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,24,,,,1790078603.329,2026-09-22T12:03:23.328+00:00,4de5b0f8-bdfa-457e-85bd-03a51da91732,200,,False,212.253,30.63,31,,False,42,logs,31.0,6.133354e-07
292,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,24,,,,1790078605.626,2026-09-22T12:03:25.625+00:00,d84b008d-26e6-48e4-aef0-3b1263af4391,200,,False,4048.727,28.66,3466,3436.6,True,134,logs,3466.0,4.64135644e-05
293,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,24,,,,1790078609.676,2026-09-22T12:03:29.675+00:00,bba6f548-040e-485b-84d4-e2b025c3a726,200,,False,212.518,18.68,19,,False,135,logs,19.0,4.533346e-07
294,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,24,,,,1790078611.967,2026-09-22T12:03:31.967+00:00,f9d1c1f6-6f37-4e36-9be9-8d2f1ae39bed,200,,False,635.525,188.69,335,145.46,True,78,logs,335.0,4.6666890000000005e-06
295,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,24,,,,1790078612.603,2026-09-22T12:03:32.603+00:00,4430ab5f-842d-4e82-8c18-2635f0f2ed4d,200,,False,301.242,119.09,120,,False,78,logs,120.0,1.800008e-06
296,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,24,,,,1790078615.021,2026-09-22T12:03:35.021+00:00,e9b49514-e0fe-4205-ba36-1da97fbe8207,200,,False,1846.704,283.61,1412,1127.88,True,130,logs,1412.0,1.90267608e-05
297,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,24,,,,1790078616.871,2026-09-22T12:03:36.870+00:00,6906595b-ed98-4f9f-983e-dbe62149a05d,200,,False,482.998,195.65,196,,False,141,logs,196.0,2.8133464000000004e-06
298,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,24,,,,1790078619.467,2026-09-22T12:03:39.467+00:00,92f88c88-aa84-4c39-868f-9e71c09a2248,200,,False,1028.221,108.09,743,634.23,True,125,logs,743.0,1.01067162e-05
299,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,24,,,,1790078620.497,2026-09-22T12:03:40.496+00:00,cc6f45cb-eeee-472a-8671-81ea19e7e1c5,200,,False,216.168,32.51,33,,False,125,logs,33.0,6.400022e-07
300,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,25,,,,1790078622.852,2026-09-22T12:03:42.852+00:00,2d374b25-1f61-4507-ba85-d61703a1dc7e,200,,False,1309.99,121.49,909,786.59,True,119,logs,909.0,1.2320060600000001e-05
301,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,25,,,,1790078624.163,2026-09-22T12:03:44.163+00:00,6a7ea2f3-9eb6-44a3-b2d4-91fbfe318ecb,200,,False,224.624,41.02,42,,False,119,logs,42.0,7.600028e-07
302,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,25,,,,1790078626.555,2026-09-22T12:03:46.554+00:00,657d2a5a-6939-4376-b4aa-dded4a55ac15,200,,False,431.535,30.14,120,89.52,True,41,logs,120.0,1.800008e-06
