seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source,effective_billed_ms,cost_usd
99,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790078236.011,2026-09-22T11:57:16.010+00:00,6a13486c-35e6-4359-8416-b308e98a73ac,200,,False,195.727,15.37,16,,False,42,logs,16.0,4.133344e-07
100,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,8,,,,1790078238.982,2026-09-22T11:57:18.981+00:00,798b1c93-90b7-4c4c-8297-d6a98f67e829,200,,False,850.161,125.5,554,427.88,True,109,logs,554.0,7.5867036e-06
101,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790078239.833,2026-09-22T11:57:19.833+00:00,57831081-a58d-4bf4-b63d-2c87bc3afcd8,200,,False,213.979,35.8,36,,False,109,logs,36.0,6.800024e-07
102,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,8,,,,1790078242.354,2026-09-22T11:57:22.353+00:00,a48e2446-17a2-4154-8a4f-d72b7fde61f7,200,,False,541.017,152.53,264,110.62,True,79,logs,264.0,3.7200176000000003e-06
103,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790078242.896,2026-09-22T11:57:22.895+00:00,31261400-d5fd-4f61-8b91-e75b259ba643,200,,False,298.455,110.31,111,,False,79,logs,111.0,1.6800074e-06
104,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,8,,,,1790078245.333,2026-09-22T11:57:25.332+00:00,8e7b15dd-f42a-48f6-86b6-41b24c5cde20,200,,False,3139.815,31.74,2767,2735.02,True,133,logs,2767.0,3.70935178e-05
105,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,8,,,,1790078248.476,2026-09-22T11:57:28.476+00:00,2a99ef8f-42a2-421e-8649-d69b39f7e567,200,,False,195.333,18.31,19,,False,133,logs,19.0,4.533346e-07
106,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,8,,,,1790078250.958,2026-09-22T11:57:30.958+00:00,6ca90217-fbad-417c-8e28-9f8bffe33efe,200,,False,1238.472,126.7,900,773.27,True,119,logs,900.0,1.2200060000000001e-05
107,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,8,,,,1790078252.198,2026-09-22T11:57:32.197+00:00,ac6e2b47-785a-4f04-ae58-d4cc4a4cf91d,200,,False,214.415,37.43,38,,False,119,logs,38.0,7.066692e-07
108,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,9,,,,1790078254.575,2026-09-22T11:57:34.574+00:00,64f56561-63a5-449d-a91a-b6bdc22a1570,200,,False,380.186,12.2,85,72.12,True,41,logs,85.0,1.333339e-06
109,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,9,,,,1790078254.956,2026-09-22T11:57:34.955+00:00,6e63dc3e-833d-41fa-a7aa-05561c86f7bd,200,,False,200.805,22.1,23,,False,41,logs,23.0,5.066682e-07
110,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,9,,,,1790078257.356,2026-09-22T11:57:37.356+00:00,b1220d0d-caaa-48b5-9bb7-cbb1f96a0a76,200,,False,824.42,109.74,452,341.56,True,109,logs,452.0,6.2266968e-06
111,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,9,,,,1790078258.181,2026-09-22T11:57:38.181+00:00,4668e692-5a4a-4303-862c-d20da07e3724,200,,False,209.764,28.47,29,,False,109,logs,29.0,5.866686000000001e-07
112,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,9,,,,1790078260.546,2026-09-22T11:57:40.545+00:00,efe88990-b21b-402b-9000-42ff7bcfd4b3,200,,False,3226.211,15.77,2740,2723.43,True,134,logs,2740.0,3.6733516e-05
113,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,9,,,,1790078263.773,2026-09-22T11:57:43.772+00:00,df5378a4-7e71-479f-8d95-0cecbccb3410,200,,False,198.316,18.28,19,,False,134,logs,19.0,4.533346e-07
114,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,9,,,,1790078266.055,2026-09-22T11:57:46.055+00:00,c6f75b56-fa6a-4786-8a7d-d44fb8e44633,200,,False,1561.661,191.32,1053,860.8,True,124,logs,1053.0,1.4240070199999999e-05
115,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,9,,,,1790078267.621,2026-09-22T11:57:47.620+00:00,a635e28a-a8b9-44a9-af7c-71f78a5edfc3,200,,False,273.545,94.84,95,,False,134,logs,95.0,1.466673e-06
116,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,9,,,,1790078269.974,2026-09-22T11:57:49.974+00:00,ad5d11be-2cbc-4017-b444-a0ac6d37c4c1,200,,False,604.962,173.56,301,127.11,True,79,logs,301.0,4.2133534e-06
117,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,9,,,,1790078270.581,2026-09-22T11:57:50.580+00:00,ed0daa45-9c7b-4190-a7cc-0cf2867ff9d1,200,,False,274.351,98.95,99,,False,79,logs,99.0,1.5200066e-06
118,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,9,,,,1790078272.962,2026-09-22T11:57:52.962+00:00,1dcc0e60-127e-49c9-ad27-fdbcac9486fe,200,,False,1209.912,128.0,908,779.84,True,119,logs,908.0,1.23067272e-05
119,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,9,,,,1790078274.175,2026-09-22T11:57:54.174+00:00,a9b3c724-2645-4692-b860-e62e6f45b09a,200,,False,302.275,51.77,52,,False,119,logs,52.0,8.933368e-07
120,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,10,,,,1790078276.573,2026-09-22T11:57:56.573+00:00,0153c942-f992-433b-973b-d1ee9927dcb3,200,,False,401.413,18.08,111,91.97,True,42,logs,111.0,1.6800074e-06
121,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,10,,,,1790078276.977,2026-09-22T11:57:56.977+00:00,e0fac43d-3ee6-4ae8-8645-0fc9e68f6468,200,,False,276.811,29.05,30,,False,42,logs,30.0,6.00002e-07
122,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,10,,,,1790078279.425,2026-09-22T11:57:59.425+00:00,11e83853-a4c8-42c6-b046-44ca251c3b5b,200,,False,1027.745,108.99,740,630.4,True,123,logs,740.0,1.0066716e-05
123,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,10,,,,1790078280.458,2026-09-22T11:58:00.457+00:00,6040657d-3c44-4480-a27c-5f88954548d4,200,,False,270.209,34.89,35,,False,123,logs,35.0,6.666690000000001e-07
124,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,10,,,,1790078282.919,2026-09-22T11:58:02.919+00:00,3ed7500f-0ddb-4e81-b03a-8f72e60ef2ed,200,,False,716.61,103.49,426,322.42,True,107,logs,426.0,5.880028399999999e-06
125,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,10,,,,1790078283.639,2026-09-22T11:58:03.638+00:00,a08808dc-60d3-4e4a-8273-8fb9e213d951,200,,False,295.494,35.53,36,,False,107,logs,36.0,6.800024e-07
126,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,10,,,,1790078286.208,2026-09-22T11:58:06.207+00:00,5f2cfdda-3018-4885-9016-b948ea0af14b,200,,False,1513.219,140.39,1073,932.05,True,130,logs,1073.0,1.45067382e-05
127,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,10,,,,1790078287.725,2026-09-22T11:58:07.724+00:00,f6b50bf9-1dfa-4bef-8a8c-332b64950ae2,200,,False,337.753,122.34,123,,False,137,logs,123.0,1.8400082e-06
128,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,10,,,,1790078290.181,2026-09-22T11:58:10.181+00:00,99d47369-1673-402c-b981-cb3ae456128a,200,,False,606.307,158.41,279,120.15,True,79,logs,279.0,3.9200186e-06
129,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,10,,,,1790078290.789,2026-09-22T11:58:10.789+00:00,1ce09e74-f564-4260-bace-c81e489298ae,200,,False,278.941,97.17,98,,False,79,logs,98.0,1.5066732e-06
130,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,10,,,,1790078293.126,2026-09-22T11:58:13.126+00:00,ac5921a0-292c-4a4c-8637-435a484e337a,200,,False,4071.433,17.62,3577,3558.5,True,133,logs,3577.0,4.78935718e-05
131,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,10,,,,1790078297.203,2026-09-22T11:58:17.203+00:00,40e749f7-12e3-46b6-b436-d3d1e2986001,200,,False,193.168,18.97,19,,False,133,logs,19.0,4.533346e-07
132,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,11,,,,1790078299.601,2026-09-22T11:58:19.601+00:00,6d7956c8-4482-4bd4-81c0-60ac8f66e09b,200,,False,1812.543,248.19,1390,1141.11,True,125,logs,1390.0,1.8733426e-05
133,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,11,,,,1790078301.416,2026-09-22T11:58:21.416+00:00,6a41ec10-f47d-49ac-988e-6e95d08ec039,200,,False,375.032,192.12,193,,False,134,logs,193.0,2.7733462e-06
134,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,11,,,,1790078303.989,2026-09-22T11:58:23.989+00:00,24812bfa-fbfa-4aa3-8405-85d1bea7f6c5,200,,False,640.166,195.44,338,141.83,True,78,logs,338.0,4.7066892e-06
135,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,11,,,,1790078304.633,2026-09-22T11:58:24.632+00:00,b8c3d983-9fae-4d70-bdb5-0130704052b3,200,,False,392.612,131.59,132,,False,78,logs,132.0,1.9600088e-06
136,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,11,,,,1790078307.211,2026-09-22T11:58:27.211+00:00,db0cac59-f757-44ad-b539-bcd255a26bfc,200,,False,852.292,132.48,560,426.86,True,108,logs,560.0,7.666704000000002e-06
137,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,11,,,,1790078308.064,2026-09-22T11:58:28.064+00:00,e288b3c6-a136-435b-856e-b0ec25fd68f3,200,,False,232.233,51.16,52,,False,108,logs,52.0,8.933368e-07
138,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,11,,,,1790078310.45,2026-09-22T11:58:30.449+00:00,24b252db-ebda-4fba-ac3e-11c1109b5e1c,200,,False,3171.995,20.24,2777,2756.0,True,134,logs,2777.0,3.72268518e-05
139,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,11,,,,1790078313.625,2026-09-22T11:58:33.625+00:00,7c1e8968-13de-462d-aeaa-9485d32105eb,200,,False,210.473,28.02,29,,False,134,logs,29.0,5.866686000000001e-07
140,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,11,,,,1790078316.109,2026-09-22T11:58:36.109+00:00,5140f30c-8729-4799-ae88-1c5fa4d53553,200,,False,415.641,26.82,118,90.89,True,43,logs,118.0,1.7733412e-06
141,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,11,,,,1790078316.526,2026-09-22T11:58:36.525+00:00,74d8fae0-2fb1-4a6d-b056-4e50be8a9bed,200,,False,198.119,15.88,16,,False,43,logs,16.0,4.133344e-07
142,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,11,,,,1790078318.792,2026-09-22T11:58:38.791+00:00,96e1bcc7-588d-4146-8f78-cf936cdb6cdb,200,,False,1179.865,112.75,871,758.0,True,121,logs,871.0,1.18133914e-05
143,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,11,,,,1790078319.973,2026-09-22T11:58:39.972+00:00,beb1b5c1-c3e9-4375-b11a-f06bf227d8d7,200,,False,294.481,46.6,47,,False,121,logs,47.0,8.266698e-07
144,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,12,,,,1790078322.413,2026-09-22T11:58:42.412+00:00,d7e8d78f-d61b-44de-a75a-1c22a19738c7,200,,False,1749.964,194.26,1300,1105.0,True,122,logs,1300.0,1.7533420000000002e-05
145,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,12,,,,1790078324.164,2026-09-22T11:58:44.163+00:00,468f0b44-e4b6-4f6e-9126-aabb58f7d734,200,,False,399.081,151.48,152,,False,128,logs,152.0,2.2266768e-06
146,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,12,,,,1790078326.713,2026-09-22T11:58:46.713+00:00,151facfe-7721-42f9-be28-1f4b04ede88f,200,,False,393.169,19.87,95,74.56,True,42,logs,95.0,1.466673e-06
147,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,12,,,,1790078327.11,2026-09-22T11:58:47.109+00:00,07008b86-b441-47ed-849a-0025386a4646,200,,False,195.045,18.28,19,,False,42,logs,19.0,4.533346e-07
148,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,12,,,,1790078329.484,2026-09-22T11:58:49.483+00:00,eab7a076-becf-45af-a1ae-ec214b239497,200,,False,831.482,124.23,542,417.7,True,107,logs,542.0,7.4267028e-06
149,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,12,,,,1790078330.317,2026-09-22T11:58:50.316+00:00,fcc84f6d-7d62-4e35-9e0d-478f3707be4c,200,,False,217.415,36.41,37,,False,107,logs,37.0,6.933357999999999e-07
150,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,12,,,,1790078332.684,2026-09-22T11:58:52.684+00:00,8f1dfd41-23a9-465d-9100-03c41e68686f,200,,False,1015.191,92.76,661,567.76,True,121,logs,661.0,9.013377400000001e-06
151,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,12,,,,1790078333.703,2026-09-22T11:58:53.702+00:00,cc083b72-6a21-4503-8421-0d0b31090dc7,200,,False,214.916,38.39,39,,False,121,logs,39.0,7.200026e-07
152,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,12,,,,1790078336.02,2026-09-22T11:58:56.020+00:00,55563b7f-d9e5-4210-bc32-c293dfa8722a,200,,False,580.272,179.47,294,113.78,True,79,logs,294.0,4.1200195999999995e-06
153,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,12,,,,1790078336.602,2026-09-22T11:58:56.601+00:00,57b1ee82-d7af-47cb-acb0-025f2e8202a7,200,,False,275.794,97.21,98,,False,79,logs,98.0,1.5066732e-06
154,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,12,,,,1790078338.932,2026-09-22T11:58:58.932+00:00,3b7d5c5c-24f8-4c84-a4b7-1e92db5d9bbd,200,,False,3174.925,12.77,2749,2735.27,True,133,logs,2749.0,3.68535166e-05
155,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,12,,,,1790078342.108,2026-09-22T11:59:02.107+00:00,2c3b2c80-224d-4984-8b38-f68d3da5bcc8,200,,False,198.155,15.3,16,,False,133,logs,16.0,4.133344e-07
156,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,13,,,,1790078344.471,2026-09-22T11:59:04.470+00:00,701c324b-b11b-4661-abfd-667725f7c8c8,200,,False,407.601,20.71,117,95.37,True,42,logs,117.0,1.7600078e-06
157,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,13,,,,1790078344.881,2026-09-22T11:59:04.880+00:00,53bbadfd-849b-4b91-b0d7-019519fa1c5c,200,,False,195.865,18.52,19,,False,42,logs,19.0,4.533346e-07
158,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,13,,,,1790078347.32,2026-09-22T11:59:07.320+00:00,bd5b528d-f64e-4f4f-8474-0ba04696b42f,200,,False,1866.816,269.28,1399,1129.03,True,127,logs,1399.0,1.8853426600000002e-05
159,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,13,,,,1790078349.188,2026-09-22T11:59:09.188+00:00,93750224-64f0-43de-be78-6d45005b52d5,200,,False,371.691,191.51,192,,False,136,logs,192.0,2.7600127999999997e-06
160,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,13,,,,1790078351.726,2026-09-22T11:59:11.725+00:00,76b9aa3a-95af-44c1-af1b-6364e83b6de0,200,,False,4039.866,27.77,3576,3547.77,True,134,logs,3576.0,4.78802384e-05
161,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,13,,,,1790078355.767,2026-09-22T11:59:15.766+00:00,d6d4da02-2e49-4c71-a207-1eda74554c91,200,,False,217.945,38.45,39,,False,134,logs,39.0,7.200026e-07
162,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,13,,,,1790078358.175,2026-09-22T11:59:18.175+00:00,f0c50098-cfca-4a4e-b45d-a0ed5f47a586,200,,False,562.909,159.25,276,116.43,True,78,logs,276.0,3.8800184e-06
163,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,13,,,,1790078358.739,2026-09-22T11:59:18.739+00:00,a68b4c0c-c6cb-4287-8adf-8520197fd560,200,,False,295.641,111.43,112,,False,79,logs,112.0,1.6933408e-06
164,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,13,,,,1790078361.272,2026-09-22T11:59:21.272+00:00,0f1abba2-b9ad-46c8-84cb-d8e2c3b50be5,200,,False,756.004,112.81,460,346.74,True,109,logs,460.0,6.333364e-06
165,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,13,,,,1790078362.032,2026-09-22T11:59:22.032+00:00,c7e40b49-0243-41d1-839b-aff0900fad9b,200,,False,217.87,31.79,32,,False,109,logs,32.0,6.266688e-07
166,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,13,,,,1790078364.348,2026-09-22T11:59:24.348+00:00,20adc474-7fb4-4b87-bb94-a62b4a9fe835,200,,False,1172.972,117.38,878,760.59,True,120,logs,878.0,1.19067252e-05
167,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,13,,,,1790078365.522,2026-09-22T11:59:25.522+00:00,37987391-5bc0-42ee-acd9-bec29c09446f,200,,False,230.273,49.71,50,,False,120,logs,50.0,8.6667e-07
168,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,14,,,,1790078367.977,2026-09-22T11:59:27.976+00:00,a913db7f-518e-449f-9a29-10ae05fd16ce,200,,False,402.537,26.68,115,87.65,True,42,logs,115.0,1.733341e-06
169,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,14,,,,1790078368.381,2026-09-22T11:59:28.381+00:00,b30274cf-bf98-418b-b7a8-39df14fbd5c8,200,,False,194.803,18.04,19,,False,42,logs,19.0,4.533346e-07
170,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,14,,,,1790078370.637,2026-09-22T11:59:30.637+00:00,d3ecb83e-6e16-4e9f-a9fe-9fd667853146,200,,False,1006.683,110.2,723,612.75,True,121,logs,723.0,9.8400482e-06
171,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,14,,,,1790078371.648,2026-09-22T11:59:31.647+00:00,6b780443-74b1-419a-a9b5-5c59e01dd38f,200,,False,303.046,28.91,29,,False,121,logs,29.0,5.866686000000001e-07
172,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,14,,,,1790078374.088,2026-09-22T11:59:34.087+00:00,8d20566a-be42-4f30-b51a-6a6a2c1d0f4e,200,,False,3978.739,30.23,3520,3489.19,True,132,logs,3520.0,4.7133568e-05
173,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,14,,,,1790078378.067,2026-09-22T11:59:38.067+00:00,e0e41d87-c9df-44c0-9f8f-a847edff3f02,200,,False,200.189,17.74,18,,False,132,logs,18.0,4.400012e-07
174,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,14,,,,1790078380.387,2026-09-22T11:59:40.386+00:00,21d41460-c15e-4a1a-b36f-8c8bec4e5313,200,,False,1452.573,160.62,1044,882.45,True,125,logs,1044.0,1.41200696e-05
175,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,14,,,,1790078381.84,2026-09-22T11:59:41.839+00:00,4428f99e-660d-472c-a5fa-b06b11f7d1ba,200,,False,373.429,128.87,129,,False,133,logs,129.0,1.9200086e-06
176,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,14,,,,1790078384.293,2026-09-22T11:59:44.293+00:00,b871265f-7dc8-4c5a-bedc-092fa0e9c7aa,200,,False,633.188,193.7,339,144.51,True,79,logs,339.0,4.7200226e-06
177,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,14,,,,1790078384.929,2026-09-22T11:59:44.929+00:00,bf459f9a-f950-4a77-b3d9-a9bc6bc8a18f,200,,False,303.233,124.86,125,,False,79,logs,125.0,1.866675e-06
178,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,14,,,,1790078387.38,2026-09-22T11:59:47.379+00:00,3db690f2-d798-43a4-8ed7-d4f8a47d9eb8,200,,False,856.598,124.9,558,432.79,True,111,logs,558.0,7.6400372e-06
179,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,14,,,,1790078388.237,2026-09-22T11:59:48.237+00:00,130686be-4393-4b0d-8669-ca41bc54dbfb,200,,False,232.127,44.23,45,,False,111,logs,45.0,8.000029999999999e-07
180,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,15,,,,1790078390.572,2026-09-22T11:59:50.571+00:00,8b406c50-7f2a-4b76-a376-83b8cc6311d9,200,,False,885.242,124.67,555,429.98,True,109,logs,555.0,7.6000370000000005e-06
181,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,15,,,,1790078391.46,2026-09-22T11:59:51.459+00:00,5b1aaf53-636e-4d83-868b-f26db5e2119c,200,,False,216.415,36.55,37,,False,109,logs,37.0,6.933357999999999e-07
182,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,15,,,,1790078394.003,2026-09-22T11:59:54.002+00:00,57a3f0c6-a00e-46da-8e55-e614e35c3ad2,200,,False,414.635,30.8,120,88.77,True,42,logs,120.0,1.800008e-06
183,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,15,,,,1790078394.419,2026-09-22T11:59:54.418+00:00,c894eb45-2e19-4798-93be-48b7519ecb39,200,,False,195.355,22.65,23,,False,42,logs,23.0,5.066682e-07
184,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,15,,,,1790078396.674,2026-09-22T11:59:56.673+00:00,1ce8be96-0524-423b-8b3c-bd8bc6eecb40,200,,False,3986.427,27.52,3543,3514.58,True,133,logs,3543.0,4.74402362e-05
185,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,15,,,,1790078400.664,2026-09-22T12:00:00.664+00:00,9ac192cf-fd49-421d-aba5-c75ecadafbec,200,,False,213.094,31.51,32,,False,133,logs,32.0,6.266688e-07
186,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,15,,,,1790078403.006,2026-09-22T12:00:03.005+00:00,f3f01b24-9566-4346-9b5d-9c5e927ba734,200,,False,1452.065,112.77,1055,941.48,True,124,logs,1055.0,1.4266737e-05
187,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,15,,,,1790078404.459,2026-09-22T12:00:04.459+00:00,6b5578a8-5b26-4b9e-a4d2-f1a1012a7405,200,,False,308.456,122.84,123,,False,130,logs,123.0,1.8400082e-06
188,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,15,,,,1790078406.886,2026-09-22T12:00:06.886+00:00,227d8bf7-3dba-45f5-ae27-3484169e5840,200,,False,643.178,156.26,277,120.67,True,78,logs,277.0,3.8933518e-06
189,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,15,,,,1790078407.533,2026-09-22T12:00:07.533+00:00,94e872ca-2427-4819-aa4b-eb1026283ecd,200,,False,338.203,96.92,97,,False,78,logs,97.0,1.4933398000000001e-06
190,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,15,,,,1790078410.006,2026-09-22T12:00:10.006+00:00,3cce09cf-c098-441b-8a2f-b81d5467c2ab,200,,False,1313.141,128.6,900,770.97,True,121,logs,900.0,1.2200060000000001e-05
191,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,15,,,,1790078411.32,2026-09-22T12:00:11.319+00:00,701c52b7-0a7e-496b-aba9-e307f9c1abbb,200,,False,218.763,36.67,37,,False,121,logs,37.0,6.933357999999999e-07
192,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,16,,,,1790078413.635,2026-09-22T12:00:13.635+00:00,79214746-783e-47a8-9a38-35c783387c0b,200,,False,1203.889,126.52,907,780.25,True,119,logs,907.0,1.22933938e-05
193,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,16,,,,1790078414.84,2026-09-22T12:00:14.840+00:00,798a1aaa-896f-4666-952a-c1a4331a4252,200,,False,215.905,36.83,37,,False,119,logs,37.0,6.933357999999999e-07
194,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,16,,,,1790078417.145,2026-09-22T12:00:17.145+00:00,32256069-9c7b-488f-80ec-26a833fcba0d,200,,False,422.083,17.06,84,66.81,True,41,logs,84.0,1.3200056e-06
195,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,16,,,,1790078417.571,2026-09-22T12:00:17.570+00:00,217ffcdd-5e98-402e-b553-746d85b8bb64,200,,False,197.969,19.68,20,,False,41,logs,20.0,4.66668e-07
196,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,16,,,,1790078419.975,2026-09-22T12:00:19.975+00:00,9b605880-071f-4efb-b5b6-c78c0da93588,200,,False,1867.66,246.52,1411,1164.38,True,126,logs,1411.0,1.9013427400000004e-05
197,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,16,,,,1790078421.844,2026-09-22T12:00:21.843+00:00,03d223f3-d41c-4018-ba2a-1d66aa8ae9de,200,,False,439.085,198.98,199,,False,137,logs,199.0,2.8533466e-06
198,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,16,,,,1790078424.432,2026-09-22T12:00:24.432+00:00,bd4b4c0b-6148-430e-9f76-c1de8d126e86,200,,False,3170.809,13.14,2751,2737.37,True,132,logs,2751.0,3.68801834e-05
199,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,16,,,,1790078427.606,2026-09-22T12:00:27.606+00:00,aa1c0628-c45e-4f47-8b9e-f7c822d8c026,200,,False,204.935,11.91,12,,False,133,logs,12.0,3.600008e-07
200,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,16,,,,1790078429.936,2026-09-22T12:00:29.935+00:00,8c7a4366-2ef8-41ce-9156-f7452b1f6cbc,200,,False,638.013,196.52,346,149.13,True,79,logs,346.0,4.8133564e-06
