seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source
24,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,2,,,,1790074493.885,2026-09-22T10:54:53.884+00:00,e96c9795-b63d-405b-98e9-24042b20ff0c,200,,False,833.178,126.85,544,416.55,True,107,logs
25,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790074494.72,2026-09-22T10:54:54.719+00:00,8821a576-953e-4a5e-8316-fe98f459ccdf,200,,False,230.89,50.62,51,,False,107,logs
26,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,2,,,,1790074497.169,2026-09-22T10:54:57.169+00:00,1a634008-c515-4884-a36f-7a9cdbc5ea71,200,,False,584.384,17.12,111,93.7,True,41,logs
27,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790074497.755,2026-09-22T10:54:57.754+00:00,77e917d9-a86e-4a2a-ba5b-834285538e87,200,,False,199.686,26.31,27,,False,41,logs
28,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,2,,,,1790074500.075,2026-09-22T10:55:00.074+00:00,2cbe50c0-11a7-483f-a4f1-6029cb4092dd,200,,False,1885.737,203.44,1349,1144.84,True,130,logs
29,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,2,,,,1790074501.961,2026-09-22T10:55:01.961+00:00,0ea61484-035d-4a71-ad02-6d38db9a6903,200,,False,446.076,181.32,182,,False,136,logs
30,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,2,,,,1790074504.479,2026-09-22T10:55:04.478+00:00,a2db05b2-07a9-40ab-ae9d-1fe14828feca,200,,False,3188.508,16.99,2709,2691.11,True,133,logs
31,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,2,,,,1790074507.668,2026-09-22T10:55:07.667+00:00,5fbf14ca-98df-4bea-907c-0316aa57893a,200,,False,236.104,11.63,12,,False,133,logs
32,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,2,,,,1790074510.074,2026-09-22T10:55:10.074+00:00,fe0c2937-6552-4179-9f14-6ab1713ed282,200,,False,1224.005,126.1,915,788.64,True,123,logs
33,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,2,,,,1790074511.299,2026-09-22T10:55:11.299+00:00,acc29ade-f54d-4607-87c1-ee51b5eccd4a,200,,False,275.089,41.02,42,,False,123,logs
34,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,2,,,,1790074513.776,2026-09-22T10:55:13.775+00:00,533dd025-fe49-4e67-995b-bcb1e29de302,200,,False,556.243,150.7,266,114.86,True,78,logs
35,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,2,,,,1790074514.335,2026-09-22T10:55:14.334+00:00,a970985d-513b-4bab-bb45-0f3618e09192,200,,False,279.042,104.79,105,,False,78,logs
36,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,3,,,,1790074516.745,2026-09-22T10:55:16.744+00:00,79cab673-931d-4065-9cb1-bb7159607853,200,,False,499.411,34.02,129,94.05,True,41,logs
37,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790074517.247,2026-09-22T10:55:17.247+00:00,8b4be747-320b-4448-9605-3b2b6e3959ca,200,,False,196.83,16.35,17,,False,42,logs
38,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,3,,,,1790074519.498,2026-09-22T10:55:19.498+00:00,877315e7-3072-4bf5-9458-7979c5528667,200,,False,3889.363,17.16,3408,3390.17,True,132,logs
39,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,3,,,,1790074523.39,2026-09-22T10:55:23.390+00:00,388473de-d9be-48ae-a7ae-33c8c8a61080,200,,False,242.238,22.65,23,,False,133,logs
40,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,3,,,,1790074525.73,2026-09-22T10:55:25.729+00:00,8d4bd8d3-7da5-49ad-9eac-6cf0a894d303,200,,False,812.999,127.04,533,405.74,True,107,logs
41,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790074526.544,2026-09-22T10:55:26.544+00:00,17206954-7cbf-4eaa-b5ba-6de148120874,200,,False,234.115,36.67,37,,False,107,logs
42,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,3,,,,1790074528.877,2026-09-22T10:55:28.877+00:00,5dc95a94-c37e-4d1d-8fd7-5016d0dad771,200,,False,1570.75,179.49,1106,926.23,True,125,logs
43,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,3,,,,1790074530.449,2026-09-22T10:55:30.449+00:00,3eb7dfdf-2bf6-4339-abd6-5fcf1537654e,200,,False,282.642,109.01,110,,False,133,logs
44,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,3,,,,1790074532.881,2026-09-22T10:55:32.881+00:00,5cb7e82e-d4c7-4adc-a395-f3bbe3e7433b,200,,False,1057.241,107.43,762,653.88,True,121,logs
45,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,3,,,,1790074533.94,2026-09-22T10:55:33.939+00:00,8a474caf-2dfe-419d-85a9-db7e1280ae2f,200,,False,214.311,38.88,39,,False,121,logs
46,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,3,,,,1790074536.264,2026-09-22T10:55:36.264+00:00,27c76d84-c7fa-40eb-a255-0eb6660958d9,200,,False,649.628,198.17,349,149.95,True,79,logs
47,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,3,,,,1790074536.915,2026-09-22T10:55:36.914+00:00,f69283be-e545-41ea-88a9-e3246f41515d,200,,False,351.111,140.96,141,,False,79,logs
48,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,4,,,,1790074539.362,2026-09-22T10:55:39.362+00:00,8ccd507b-2cd7-436c-8809-06cdbc0641e6,200,,False,737.032,96.25,432,335.7,True,111,logs
49,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790074540.1,2026-09-22T10:55:40.100+00:00,6ab4d544-74fa-4500-bd96-f23dcac3f3e3,200,,False,198.725,28.58,29,,False,111,logs
50,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,4,,,,1790074542.511,2026-09-22T10:55:42.511+00:00,d648f284-3467-40b1-b915-ad85383cb00a,200,,False,407.093,27.38,116,88.59,True,42,logs
51,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790074542.919,2026-09-22T10:55:42.919+00:00,ba7cfce4-b684-4cca-a86b-60e739e234d6,200,,False,196.23,19.86,20,,False,42,logs
52,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,4,,,,1790074545.156,2026-09-22T10:55:45.155+00:00,ac1d0afc-a1b3-4663-9920-445c90881b5b,200,,False,567.768,155.85,279,122.4,True,78,logs
53,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,4,,,,1790074545.724,2026-09-22T10:55:45.724+00:00,21ca04a6-65cc-4c97-a4ec-8ae03cd800fb,200,,False,295.675,121.78,122,,False,78,logs
54,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,4,,,,1790074548.08,2026-09-22T10:55:48.080+00:00,3a569753-3998-4292-9747-e05cc6147146,200,,False,1881.33,263.91,1407,1142.27,True,122,logs
55,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,4,,,,1790074549.964,2026-09-22T10:55:49.964+00:00,8ef9c598-4bc7-4ea3-a8ef-b527eb1d10ef,200,,False,336.264,164.49,165,,False,131,logs
56,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,4,,,,1790074552.47,2026-09-22T10:55:52.470+00:00,05a60684-4c1e-48b6-bae7-39449a1344bf,200,,False,4029.881,27.16,3546,3518.59,True,133,logs
57,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,4,,,,1790074556.504,2026-09-22T10:55:56.503+00:00,fbe2bee5-1bfd-4452-9c06-79d4c44285f7,200,,False,193.692,18.18,19,,False,133,logs
58,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,4,,,,1790074558.815,2026-09-22T10:55:58.814+00:00,ef497f6c-8c96-4efa-a59e-93c6a5676b04,200,,False,1232.417,108.83,724,614.21,True,121,logs
59,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,4,,,,1790074560.048,2026-09-22T10:56:00.048+00:00,06c268a4-e56f-450b-a9fe-3370aba33826,200,,False,193.7,20.16,21,,False,121,logs
60,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,5,,,,1790074562.431,2026-09-22T10:56:02.430+00:00,e53b9a99-7e47-4dd4-9cba-eae6400c29a9,200,,False,855.397,137.32,556,418.46,True,107,logs
61,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790074563.287,2026-09-22T10:56:03.286+00:00,88274a72-0d0f-427f-aefd-388f8f533648,200,,False,218.787,39.24,40,,False,107,logs
62,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,5,,,,1790074565.62,2026-09-22T10:56:05.619+00:00,764fe5ca-8d91-4584-9b3b-be5c1237fe43,200,,False,1244.945,132.63,945,811.83,True,119,logs
63,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,5,,,,1790074566.866,2026-09-22T10:56:06.865+00:00,e8901b99-c1b1-4029-b4b6-ca6dd67c11db,200,,False,282.007,36.55,37,,False,119,logs
64,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,5,,,,1790074569.297,2026-09-22T10:56:09.296+00:00,6e3f287f-c0ce-4b89-b3b3-fcdce2d7c6c2,200,,False,1854.763,277.86,1425,1146.91,True,124,logs
65,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,5,,,,1790074571.155,2026-09-22T10:56:11.155+00:00,00f82d0a-51b2-429b-ad1d-cb074ac0dd64,200,,False,353.178,180.18,181,,False,135,logs
66,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,5,,,,1790074573.696,2026-09-22T10:56:13.695+00:00,289ab2f4-e0bb-4b20-8d07-2ab0e083ee78,200,,False,370.523,17.9,88,69.58,True,42,logs
67,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790074574.069,2026-09-22T10:56:14.068+00:00,16c24fdd-41a8-48d4-9124-c2515204e957,200,,False,197.188,23.84,24,,False,42,logs
68,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,5,,,,1790074576.358,2026-09-22T10:56:16.358+00:00,7d934395-0faf-43ae-95be-0d3603f43a0f,200,,False,560.583,150.73,275,123.97,True,79,logs
69,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,5,,,,1790074576.92,2026-09-22T10:56:16.920+00:00,7fb52607-23ab-4056-b7a5-402f0f02c920,200,,False,258.352,88.09,89,,False,79,logs
70,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,5,,,,1790074579.3,2026-09-22T10:56:19.300+00:00,44d6eaf6-089a-49ab-8672-dd22340edbc5,200,,False,4015.152,27.37,3532,3504.14,True,132,logs
71,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,5,,,,1790074583.317,2026-09-22T10:56:23.316+00:00,3885805d-a6ed-493d-ad91-528c4692db4c,200,,False,198.977,27.02,28,,False,132,logs
72,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,6,,,,1790074585.602,2026-09-22T10:56:25.602+00:00,82566566-0599-4a37-9c07-83da8ec4fe97,200,,False,446.123,21.48,157,135.25,True,42,logs
73,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790074586.049,2026-09-22T10:56:26.049+00:00,82f13c15-a2ab-44bd-af3a-1f69702a5806,200,,False,201.957,26.1,27,,False,42,logs
74,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,6,,,,1790074588.401,2026-09-22T10:56:28.401+00:00,195d4ccf-e23c-48d8-9448-698d07ade5d1,200,,False,1817.166,249.56,1384,1133.69,True,130,logs
75,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,6,,,,1790074590.221,2026-09-22T10:56:30.220+00:00,79a233bd-ae69-4889-b023-2ebb7d823f9a,200,,False,326.994,148.51,149,,False,138,logs
76,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,6,,,,1790074592.615,2026-09-22T10:56:32.615+00:00,792c9e8b-9b64-4fe9-a4d0-5a880c2eb7a6,200,,False,837.686,132.98,539,405.59,True,107,logs
77,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790074593.454,2026-09-22T10:56:33.453+00:00,e478d3cd-7506-476f-a250-026232915a98,200,,False,209.82,38.34,39,,False,107,logs
78,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,6,,,,1790074595.703,2026-09-22T10:56:35.702+00:00,eca6d313-f152-4fc4-8482-3db10417338e,200,,False,4030.474,30.43,3523,3492.53,True,132,logs
79,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,6,,,,1790074599.735,2026-09-22T10:56:39.734+00:00,8af1f3fc-f748-4061-9394-0f989b3af233,200,,False,198.422,23.11,24,,False,133,logs
80,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,6,,,,1790074602.007,2026-09-22T10:56:42.006+00:00,bc1b4450-b0ef-48ce-9eda-53c5195cf00c,200,,False,1062.971,106.13,760,653.87,True,121,logs
81,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,6,,,,1790074603.071,2026-09-22T10:56:43.070+00:00,444c0729-4539-4321-aff7-eda3d2e3b3ae,200,,False,254.311,37.08,38,,False,121,logs
82,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,6,,,,1790074605.422,2026-09-22T10:56:45.422+00:00,90ea7560-54fe-431c-a05c-369b879432b2,200,,False,646.66,193.44,343,149.2,True,80,logs
83,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,6,,,,1790074606.07,2026-09-22T10:56:46.070+00:00,169e7226-9b7b-4f2f-b15d-e12a7cc4fbe1,200,,False,271.66,95.9,96,,False,80,logs
84,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,7,,,,1790074608.457,2026-09-22T10:56:48.457+00:00,d2c01424-d46b-408d-8d56-c68530b130d2,200,,False,1812.327,250.7,1386,1134.84,True,128,logs
85,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,7,,,,1790074610.271,2026-09-22T10:56:50.270+00:00,96e80cc6-5cd4-43ec-8400-6cc323492227,200,,False,393.533,156.35,157,,False,137,logs
86,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,7,,,,1790074612.763,2026-09-22T10:56:52.762+00:00,ab92a615-de7e-491b-88a6-7983f3fd4e7e,200,,False,3895.541,30.77,3440,3408.25,True,133,logs
87,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,7,,,,1790074616.661,2026-09-22T10:56:56.660+00:00,fc321563-758a-443e-a1cd-f0c25aef0444,200,,False,199.16,27.49,28,,False,133,logs
88,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,7,,,,1790074618.982,2026-09-22T10:56:58.982+00:00,0ba08efa-3f91-4fa2-a9a2-97304a29bb2b,200,,False,1251.452,116.76,885,767.51,True,121,logs
89,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,7,,,,1790074620.235,2026-09-22T10:57:00.235+00:00,a40152ab-9933-48c8-9377-b49027af0354,200,,False,213.742,38.89,39,,False,121,logs
90,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,7,,,,1790074622.477,2026-09-22T10:57:02.477+00:00,8555cdf1-485b-4419-9a0f-93e503508deb,200,,False,651.091,184.22,326,140.8,True,78,logs
91,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1790074623.13,2026-09-22T10:57:03.130+00:00,863f0b3d-ae49-4c91-88cd-e8cbab7c5117,200,,False,299.253,125.72,126,,False,78,logs
92,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,7,,,,1790074625.608,2026-09-22T10:57:05.608+00:00,6607c5a7-7e9a-4925-8a83-cb7c96cebd2b,200,,False,906.44,131.65,551,418.78,True,107,logs
93,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1790074626.517,2026-09-22T10:57:06.517+00:00,245218f0-6771-4eb1-87e4-226a7665147e,200,,False,216.212,36.85,37,,False,107,logs
94,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,7,,,,1790074628.898,2026-09-22T10:57:08.897+00:00,fbb98e5c-ddf8-4f88-ba16-821a8349967b,200,,False,388.869,30.95,102,70.63,True,41,logs
95,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,7,,,,1790074629.29,2026-09-22T10:57:09.290+00:00,66775bae-c875-4d8f-a379-0b04af0a98d6,200,,False,250.942,21.52,22,,False,41,logs
96,package_size,live,nodejs-default,nodejs,default,1024,measure,idle,off,True,update_env,8,,,,1790074631.64,2026-09-22T10:57:11.639+00:00,f490b65e-1692-406a-a9b2-8bd81fee837b,200,,False,1827.473,243.35,1402,1158.2,True,130,logs
97,package_size,live,nodejs-default,nodejs,default,1024,follow_up,idle,off,False,update_env,8,,,,1790074633.469,2026-09-22T10:57:13.469+00:00,6f30c631-9425-4bd1-8e8c-e864910ab537,200,,False,349.686,171.05,172,,False,140,logs
98,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,8,,,,1790074635.917,2026-09-22T10:57:15.917+00:00,dba2f0c4-ad4f-4560-992b-d9ca8eba17a2,200,,False,437.854,17.08,114,96.75,True,41,logs
99,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790074636.356,2026-09-22T10:57:16.356+00:00,dc77233f-01d3-48e3-b3e4-21597357c9d2,200,,False,201.954,28.7,29,,False,41,logs
100,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,8,,,,1790074638.715,2026-09-22T10:57:18.715+00:00,ed4effa2-c2e0-480e-8781-6b8eb343cac1,200,,False,815.541,116.14,534,417.76,True,107,logs
101,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790074639.534,2026-09-22T10:57:19.533+00:00,39751951-ab99-4822-8973-9651e6ed7010,200,,False,212.224,38.15,39,,False,107,logs
102,package_size,live,nodejs-optimised,nodejs,optimised,1024,measure,idle,off,True,update_env,8,,,,1790074641.855,2026-09-22T10:57:21.854+00:00,1bc6e0de-5438-465f-99c3-79c95dad90f6,200,,False,624.385,184.39,326,140.79,True,78,logs
103,package_size,live,nodejs-optimised,nodejs,optimised,1024,follow_up,idle,off,False,update_env,8,,,,1790074642.481,2026-09-22T10:57:22.480+00:00,41885505-412d-4a9c-be60-50b3bb04124a,200,,False,294.333,120.91,121,,False,78,logs
104,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,8,,,,1790074644.821,2026-09-22T10:57:24.821+00:00,0418974e-5d88-478d-b6d0-c17f6129e473,200,,False,3885.213,31.24,3367,3335.27,True,133,logs
105,package_size,live,python-default,python,default,1024,follow_up,idle,off,False,update_env,8,,,,1790074648.707,2026-09-22T10:57:28.707+00:00,045bcc20-34cb-4930-83b7-7a5bc0f29aef,200,,False,233.019,26.74,27,,False,133,logs
106,package_size,live,java-default,java,default,1024,measure,idle,off,True,update_env,8,,,,1790074651.06,2026-09-22T10:57:31.060+00:00,369e684e-3863-4bd1-9dfd-be5908bf6936,200,,False,1194.812,126.66,898,770.89,True,120,logs
107,package_size,live,java-default,java,default,1024,follow_up,idle,off,False,update_env,8,,,,1790074652.256,2026-09-22T10:57:32.256+00:00,ba74810c-6df0-47f5-aa2a-ddccaf759e7c,200,,False,213.432,40.24,41,,False,120,logs
108,package_size,live,python-optimised,python,optimised,1024,measure,idle,off,True,update_env,9,,,,1790074654.498,2026-09-22T10:57:34.498+00:00,ba6ef7d2-ee29-488a-919a-9d40cb248d36,200,,False,410.601,30.46,122,90.82,True,43,logs
109,package_size,live,python-optimised,python,optimised,1024,follow_up,idle,off,False,update_env,9,,,,1790074654.912,2026-09-22T10:57:34.911+00:00,cf958a76-9d49-456e-bded-3c636ca61ecc,200,,False,197.005,19.58,20,,False,43,logs
110,package_size,live,java-optimised,java,optimised,1024,measure,idle,off,True,update_env,9,,,,1790074657.254,2026-09-22T10:57:37.253+00:00,ec3828f3-693b-4d23-b717-5d88338a38f8,200,,False,774.906,98.3,423,323.73,True,107,logs
111,package_size,live,java-optimised,java,optimised,1024,follow_up,idle,off,False,update_env,9,,,,1790074658.03,2026-09-22T10:57:38.030+00:00,fd7a37bf-d209-42bb-8575-10d7177cded0,200,,False,213.85,37.83,38,,False,107,logs
112,package_size,live,python-default,python,default,1024,measure,idle,off,True,update_env,9,,,,1790074660.474,2026-09-22T10:57:40.474+00:00,636906b4-4624-49b9-951a-4e078f645922,200,,False,3146.795,16.66,2722,2704.51,True,134,logs
