seq,phase,data_mode,function,runtime,variant,memory_mb,role,pattern,warming,intended_cold,force_cold,rep,block,burst_id,idle_gap_min,t_start,t_start_utc,request_id,status,function_error,error,rtt_ms,duration_ms,billed_ms,init_ms,cold,max_memory_used_mb,report_source
10,baseline,live,python-default,python,default,512,warmup,steady,off,False,,0,,,,1789981030.627,2026-09-21T08:57:10.627+00:00,d56f0ad2-58e2-4e7a-84e8-5c3d86b241c8,200,,False,204.251,36.87,37,,False,132,logs
11,baseline,live,python-default,python,default,512,measure,steady,off,False,,0,,,,1789981030.832,2026-09-21T08:57:10.832+00:00,1e689ffb-2c09-4692-88ca-aacc87c7fd0f,200,,False,248.506,43.7,44,,False,132,logs
12,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,1,,,,1789981032.978,2026-09-21T08:57:12.978+00:00,8ee29c1d-a080-415f-a79a-7fb7200e216f,200,,False,3560.115,17.43,3120,3101.92,True,132,logs
13,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,1,,,,1789981036.541,2026-09-21T08:57:16.540+00:00,2ce093f6-d08d-4068-8f15-9474e156e071,200,,False,187.076,16.69,17,,False,132,logs
14,baseline,live,python-default,python,default,3008,measure,steady,off,False,,1,,,,1789981036.729,2026-09-21T08:57:16.728+00:00,9bc88581-7f1d-4c4d-a0fa-8ba3158e3a2e,200,,False,189.376,16.55,17,,False,132,logs
15,baseline,live,python-default,python,default,128,warmup,steady,off,False,,1,,,,1789981038.719,2026-09-21T08:57:18.719+00:00,71483883-20f3-4b4e-b016-c28d887b7525,200,,False,3347.655,176.4,2949,2771.82,True,112,logs
16,baseline,live,python-default,python,default,128,warmup,steady,off,False,,1,,,,1789981042.068,2026-09-21T08:57:22.068+00:00,ec94a311-c299-4715-a465-ecbfcb736c76,200,,False,338.112,164.12,165,,False,112,logs
17,baseline,live,python-default,python,default,128,measure,steady,off,False,,1,,,,1789981042.407,2026-09-21T08:57:22.407+00:00,e80ff8ee-e0c8-45fb-9325-efbc75ec2e78,200,,False,338.571,166.44,167,,False,112,logs
18,baseline,live,python-default,python,default,512,warmup,steady,off,False,,1,,,,1789981044.569,2026-09-21T08:57:24.568+00:00,c10967a1-92fc-4929-9891-ca5b908a8372,200,,False,3883.426,50.98,3403,3351.65,True,132,logs
19,baseline,live,python-default,python,default,512,warmup,steady,off,False,,1,,,,1789981048.453,2026-09-21T08:57:28.453+00:00,3da8f72c-3f67-4e09-a0b9-5de036bcb79f,200,,False,219.199,53.45,54,,False,132,logs
20,baseline,live,python-default,python,default,512,measure,steady,off,False,,1,,,,1789981048.675,2026-09-21T08:57:28.675+00:00,55a77519-3f05-4383-bdea-0b0b647362f6,200,,False,219.59,50.21,51,,False,132,logs
21,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,1,,,,1789981050.769,2026-09-21T08:57:30.768+00:00,4cb541eb-4242-42b5-b43d-67db99fd672a,200,,False,3847.533,28.39,3408,3378.67,True,132,logs
22,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,1,,,,1789981054.619,2026-09-21T08:57:34.619+00:00,36eacc6f-9117-41bc-a27b-8bc7b00a3f2c,200,,False,195.555,29.32,30,,False,132,logs
23,baseline,live,python-default,python,default,1024,measure,steady,off,False,,1,,,,1789981054.815,2026-09-21T08:57:34.815+00:00,4209772e-b3ec-455c-8c14-d0db691fb066,200,,False,199.721,26.7,27,,False,132,logs
24,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,2,,,,1789981056.87,2026-09-21T08:57:36.870+00:00,cbd78938-662e-47bc-ad75-d2061def8bf9,200,,False,3116.81,12.23,2475,2462.3,True,132,logs
25,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,2,,,,1789981059.988,2026-09-21T08:57:39.988+00:00,4648333e-e6ae-4052-a29b-1a97ef6e64ea,200,,False,182.507,12.62,13,,False,132,logs
26,baseline,live,python-default,python,default,3008,measure,steady,off,False,,2,,,,1789981060.173,2026-09-21T08:57:40.173+00:00,47981cd6-abc1-45fa-99c7-ee591740279e,200,,False,178.761,11.8,12,,False,132,logs
27,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,2,,,,1789981062.176,2026-09-21T08:57:42.175+00:00,45c8962e-1fe8-4bc8-9ad7-ab3fbbcd88ea,200,,False,3985.848,28.08,3593,3564.01,True,132,logs
28,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,2,,,,1789981066.163,2026-09-21T08:57:46.163+00:00,39fcc38d-5e17-43a3-a09d-5d54e193bacb,200,,False,197.574,27.07,28,,False,132,logs
29,baseline,live,python-default,python,default,1024,measure,steady,off,False,,2,,,,1789981066.362,2026-09-21T08:57:46.362+00:00,df90db08-952e-448c-852e-db84d7dde756,200,,False,196.537,26.98,27,,False,132,logs
30,baseline,live,python-default,python,default,512,warmup,steady,off,False,,2,,,,1789981068.376,2026-09-21T08:57:48.376+00:00,8f575a49-3109-48ce-8348-d3724f0a7aeb,200,,False,3145.039,38.57,2765,2725.48,True,134,logs
31,baseline,live,python-default,python,default,512,warmup,steady,off,False,,2,,,,1789981071.522,2026-09-21T08:57:51.522+00:00,96d8a2b8-e2b7-45e4-b7c8-532af29d72ab,200,,False,214.115,46.8,47,,False,134,logs
32,baseline,live,python-default,python,default,512,measure,steady,off,False,,2,,,,1789981071.737,2026-09-21T08:57:51.737+00:00,6a14eccd-95b3-42bf-b88e-f5cdfd55b3bf,200,,False,238.163,49.75,50,,False,134,logs
33,baseline,live,python-default,python,default,128,warmup,steady,off,False,,2,,,,1789981073.853,2026-09-21T08:57:53.852+00:00,431287a3-6e4a-4134-b9a4-93822145e855,200,,False,3293.781,167.58,2909,2741.13,True,111,logs
34,baseline,live,python-default,python,default,128,warmup,steady,off,False,,2,,,,1789981077.147,2026-09-21T08:57:57.147+00:00,aee7c1b7-49cf-4e34-9c42-927ec38def5c,200,,False,338.275,170.37,171,,False,111,logs
35,baseline,live,python-default,python,default,128,measure,steady,off,False,,2,,,,1789981077.488,2026-09-21T08:57:57.488+00:00,ef5723f1-4d06-4f9d-a501-0b73642d74df,200,,False,337.063,164.92,165,,False,111,logs
36,baseline,live,python-default,python,default,128,warmup,steady,off,False,,3,,,,1789981077.826,2026-09-21T08:57:57.826+00:00,e696bd5d-a970-45a3-9b52-809fbab37e85,200,,False,339.984,171.89,172,,False,111,logs
37,baseline,live,python-default,python,default,128,warmup,steady,off,False,,3,,,,1789981078.169,2026-09-21T08:57:58.169+00:00,07275cfb-13f5-4ee4-ae2f-021cd03ba8c2,200,,False,336.96,166.75,167,,False,111,logs
38,baseline,live,python-default,python,default,128,measure,steady,off,False,,3,,,,1789981078.509,2026-09-21T08:57:58.509+00:00,d0dc2b7c-cb71-41f7-93a9-5323dbc09850,200,,False,353.987,146.97,147,,False,111,logs
39,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,3,,,,1789981080.677,2026-09-21T08:58:00.676+00:00,43e0d2e5-ee6f-4075-8497-9bd94b2a0485,200,,False,3543.529,16.87,3119,3101.25,True,134,logs
40,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,3,,,,1789981084.221,2026-09-21T08:58:04.221+00:00,83d30985-7ee7-4087-ad53-86225cdfb9b3,200,,False,187.318,16.35,17,,False,134,logs
41,baseline,live,python-default,python,default,3008,measure,steady,off,False,,3,,,,1789981084.41,2026-09-21T08:58:04.410+00:00,2277a271-6d9d-49aa-ad86-d6b4f5a6dda7,200,,False,218.336,16.37,17,,False,134,logs
42,baseline,live,python-default,python,default,512,warmup,steady,off,False,,3,,,,1789981086.464,2026-09-21T08:58:06.463+00:00,deae45db-8fb1-4b21-b2fc-01b3d2d3e8b9,200,,False,3156.472,36.64,2788,2750.76,True,132,logs
43,baseline,live,python-default,python,default,512,warmup,steady,off,False,,3,,,,1789981089.621,2026-09-21T08:58:09.620+00:00,b3e326fb-01dd-4450-a501-e388c6a291a4,200,,False,250.631,49.06,50,,False,132,logs
44,baseline,live,python-default,python,default,512,measure,steady,off,False,,3,,,,1789981089.872,2026-09-21T08:58:09.872+00:00,7fb50810-9fdf-45e6-ab8f-e7a30b947a00,200,,False,245.888,47.32,48,,False,132,logs
45,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,3,,,,1789981091.97,2026-09-21T08:58:11.970+00:00,6a13b6f3-7bb4-4176-a859-c901de7d0b50,200,,False,3227.723,31.4,2791,2759.34,True,132,logs
46,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,3,,,,1789981095.199,2026-09-21T08:58:15.198+00:00,1f106808-db67-448d-b572-2cd411c3b527,200,,False,198.775,29.83,30,,False,132,logs
47,baseline,live,python-default,python,default,1024,measure,steady,off,False,,3,,,,1789981095.4,2026-09-21T08:58:15.400+00:00,878c496e-bb6b-4476-bf42-3514b00e894b,200,,False,239.899,26.67,27,,False,132,logs
48,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,4,,,,1789981095.641,2026-09-21T08:58:15.641+00:00,3f7ce913-b33a-4552-b65b-d054292d5f73,200,,False,234.773,23.92,24,,False,132,logs
49,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,4,,,,1789981095.877,2026-09-21T08:58:15.877+00:00,14d0af0e-56d0-42f0-a12c-881a998e02ad,200,,False,199.229,28.07,29,,False,132,logs
50,baseline,live,python-default,python,default,1024,measure,steady,off,False,,4,,,,1789981096.077,2026-09-21T08:58:16.077+00:00,8787ad94-1352-48bc-bdca-07f1ead2c9a7,200,,False,178.943,14.16,15,,False,132,logs
51,baseline,live,python-default,python,default,128,warmup,steady,off,False,,4,,,,1789981098.179,2026-09-21T08:58:18.178+00:00,cea25fc7-3953-42f8-95d9-2be6f289c7f3,200,,False,4157.158,224.86,3696,3470.51,True,110,logs
52,baseline,live,python-default,python,default,128,warmup,steady,off,False,,4,,,,1789981102.337,2026-09-21T08:58:22.337+00:00,c17727f5-fa64-4b62-bf64-2647efe42afa,200,,False,379.175,210.17,211,,False,110,logs
53,baseline,live,python-default,python,default,128,measure,steady,off,False,,4,,,,1789981102.717,2026-09-21T08:58:22.717+00:00,31262695-7f29-477e-b3d7-5c9d933adeb6,200,,False,378.067,205.03,206,,False,110,logs
54,baseline,live,python-default,python,default,512,warmup,steady,off,False,,4,,,,1789981105.006,2026-09-21T08:58:25.006+00:00,3ae8b62d-a1d8-429b-82d7-ba0bd042d68d,200,,False,4172.553,48.35,3512,3463.41,True,132,logs
55,baseline,live,python-default,python,default,512,warmup,steady,off,False,,4,,,,1789981109.181,2026-09-21T08:58:29.181+00:00,e228ac05-2f28-4e74-8781-cdc85a06ffbe,200,,False,216.928,47.2,48,,False,132,logs
56,baseline,live,python-default,python,default,512,measure,steady,off,False,,4,,,,1789981109.399,2026-09-21T08:58:29.399+00:00,76929445-09ee-4877-b066-79dcb724f0d5,200,,False,220.882,47.6,48,,False,132,logs
57,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,4,,,,1789981111.473,2026-09-21T08:58:31.473+00:00,2f0614f2-db6d-404f-a637-64738f37bf08,200,,False,3586.285,17.15,3172,3154.66,True,134,logs
58,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,4,,,,1789981115.064,2026-09-21T08:58:35.064+00:00,e1e4b3bc-89ee-438a-87f1-b21d7a712a0e,200,,False,186.674,16.64,17,,False,134,logs
59,baseline,live,python-default,python,default,3008,measure,steady,off,False,,4,,,,1789981115.253,2026-09-21T08:58:35.253+00:00,619d9b6f-305c-41c4-ada2-dcae5d17c166,200,,False,190.819,17.38,18,,False,134,logs
60,baseline,live,python-default,python,default,512,warmup,steady,off,False,,5,,,,1789981117.361,2026-09-21T08:58:37.361+00:00,80ce2adf-faed-4a84-aabb-991014986521,200,,False,3130.11,36.66,2753,2715.66,True,134,logs
61,baseline,live,python-default,python,default,512,warmup,steady,off,False,,5,,,,1789981120.492,2026-09-21T08:58:40.492+00:00,d0d20820-fb03-49e3-9435-37c3db749b7c,200,,False,218.554,50.27,51,,False,134,logs
62,baseline,live,python-default,python,default,512,measure,steady,off,False,,5,,,,1789981120.711,2026-09-21T08:58:40.711+00:00,076c5a97-2349-4207-b4dd-9e540803d9f8,200,,False,218.688,49.81,50,,False,134,logs
63,baseline,live,python-default,python,default,128,warmup,steady,off,False,,5,,,,1789981122.777,2026-09-21T08:58:42.777+00:00,1a0b1bb7-6133-4c26-adcc-dab444ce0262,200,,False,3288.754,176.0,2952,2775.14,True,113,logs
64,baseline,live,python-default,python,default,128,warmup,steady,off,False,,5,,,,1789981126.069,2026-09-21T08:58:46.068+00:00,08ccfa3d-ff94-4e2e-9bc7-bbb750351bf8,200,,False,336.347,168.88,169,,False,113,logs
65,baseline,live,python-default,python,default,128,measure,steady,off,False,,5,,,,1789981126.406,2026-09-21T08:58:46.406+00:00,70f57f2a-a8fb-4499-bb21-8a9ea7ec9ffc,200,,False,338.333,171.54,172,,False,113,logs
66,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,5,,,,1789981128.562,2026-09-21T08:58:48.562+00:00,d4b88bd5-2e1e-44da-91a3-e62f6104a5d1,200,,False,3551.742,18.52,3133,3113.71,True,132,logs
67,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,5,,,,1789981132.115,2026-09-21T08:58:52.114+00:00,8a3f87f6-7b4b-4762-9a0a-5a4f216eed64,200,,False,223.885,18.15,19,,False,132,logs
68,baseline,live,python-default,python,default,3008,measure,steady,off,False,,5,,,,1789981132.339,2026-09-21T08:58:52.339+00:00,101d178d-c7e0-4e51-9b9e-ffe288cba472,200,,False,196.347,16.96,17,,False,132,logs
69,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,5,,,,1789981134.359,2026-09-21T08:58:54.358+00:00,ca5c0fd8-192c-484a-8104-c5ca6e389807,200,,False,3150.851,16.96,2791,2773.21,True,132,logs
70,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,5,,,,1789981137.511,2026-09-21T08:58:57.510+00:00,69dfe5ac-61e7-4751-81fb-7ed2c4ea34f4,200,,False,258.622,22.54,23,,False,132,logs
71,baseline,live,python-default,python,default,1024,measure,steady,off,False,,5,,,,1789981137.772,2026-09-21T08:58:57.771+00:00,5a268b83-8134-4b85-8499-a4b78cd8eee7,200,,False,179.942,11.7,12,,False,132,logs
72,baseline,live,python-default,python,default,128,warmup,steady,off,False,,6,,,,1789981139.784,2026-09-21T08:58:59.783+00:00,9f5584c0-ef1d-44fd-9726-e7b2b1cdaf8a,200,,False,4206.422,199.2,3742,3541.91,True,111,logs
73,baseline,live,python-default,python,default,128,warmup,steady,off,False,,6,,,,1789981143.991,2026-09-21T08:59:03.991+00:00,a302aa9b-5b44-49f0-82ce-f9d3f20b6a3d,200,,False,408.37,189.3,190,,False,111,logs
74,baseline,live,python-default,python,default,128,measure,steady,off,False,,6,,,,1789981144.401,2026-09-21T08:59:04.401+00:00,9b74b186-d4ae-49a2-9048-fbb7c6afd493,200,,False,371.789,201.76,202,,False,111,logs
75,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,6,,,,1789981146.572,2026-09-21T08:59:06.572+00:00,92254ae9-fccc-4f36-b7b1-4e0c688fdb58,200,,False,2932.932,12.37,2543,2530.34,True,134,logs
76,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,6,,,,1789981149.506,2026-09-21T08:59:09.506+00:00,34d16c3a-9e7f-4a0c-b301-ca1577a7aa13,200,,False,181.746,12.15,13,,False,134,logs
77,baseline,live,python-default,python,default,3008,measure,steady,off,False,,6,,,,1789981149.689,2026-09-21T08:59:09.689+00:00,906382fc-b7d9-4675-89ce-5c85ef803fc6,200,,False,180.334,11.74,12,,False,134,logs
78,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,6,,,,1789981151.67,2026-09-21T08:59:11.670+00:00,f4800973-4972-47e7-9689-f1677db80e55,200,,False,4014.57,29.58,3516,3485.99,True,132,logs
79,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,6,,,,1789981155.686,2026-09-21T08:59:15.685+00:00,e6a704ce-3a0c-41d7-b335-7006cdcf3abd,200,,False,245.719,28.68,29,,False,132,logs
80,baseline,live,python-default,python,default,1024,measure,steady,off,False,,6,,,,1789981155.933,2026-09-21T08:59:15.932+00:00,6402c6ec-27d4-43a9-bbab-93615589d1a4,200,,False,193.447,26.25,27,,False,132,logs
81,baseline,live,python-default,python,default,512,warmup,steady,off,False,,6,,,,1789981157.929,2026-09-21T08:59:17.929+00:00,05ff42b0-75aa-4d31-8fcb-d6d83488846d,200,,False,3130.428,36.8,2769,2731.43,True,132,logs
82,baseline,live,python-default,python,default,512,warmup,steady,off,False,,6,,,,1789981161.062,2026-09-21T08:59:21.061+00:00,75eda34e-d1c9-4aad-b16b-47215360cf5b,200,,False,216.423,47.16,48,,False,132,logs
83,baseline,live,python-default,python,default,512,measure,steady,off,False,,6,,,,1789981161.279,2026-09-21T08:59:21.278+00:00,0db895f2-f8f8-4af8-8d48-79e49170543c,200,,False,200.654,31.93,32,,False,132,logs
84,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,7,,,,1789981163.319,2026-09-21T08:59:23.318+00:00,3aff364a-282e-493f-99a9-aaf675e7b04e,200,,False,2826.519,12.27,2488,2475.65,True,132,logs
85,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,7,,,,1789981166.149,2026-09-21T08:59:26.148+00:00,0c508622-74ca-4a7c-a871-390b7d1a61b9,200,,False,180.701,11.75,12,,False,132,logs
86,baseline,live,python-default,python,default,3008,measure,steady,off,False,,7,,,,1789981166.331,2026-09-21T08:59:26.330+00:00,fe3793ec-75eb-4734-962a-3c2133e0f6f7,200,,False,178.862,12.07,13,,False,132,logs
87,baseline,live,python-default,python,default,128,warmup,steady,off,False,,7,,,,1789981168.312,2026-09-21T08:59:28.311+00:00,30f8a751-e9c2-4d3a-a33a-aedc876413eb,200,,False,3189.933,176.15,2866,2689.84,True,112,logs
88,baseline,live,python-default,python,default,128,warmup,steady,off,False,,7,,,,1789981171.503,2026-09-21T08:59:31.502+00:00,64b26574-1d94-450e-a99f-90566c5ff809,200,,False,337.826,171.54,172,,False,112,logs
89,baseline,live,python-default,python,default,128,measure,steady,off,False,,7,,,,1789981171.841,2026-09-21T08:59:31.841+00:00,3886a7e7-54b5-4192-b163-1c758b98379c,200,,False,345.019,152.76,153,,False,112,logs
90,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,7,,,,1789981174.003,2026-09-21T08:59:34.003+00:00,8f00f64b-cad4-4b68-bf64-d3b8a7694d09,200,,False,3948.783,28.05,3466,3437.28,True,132,logs
91,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,7,,,,1789981177.954,2026-09-21T08:59:37.953+00:00,2c801586-d4c8-41a0-ac29-950486eb9ffe,200,,False,191.158,22.11,23,,False,132,logs
92,baseline,live,python-default,python,default,1024,measure,steady,off,False,,7,,,,1789981178.146,2026-09-21T08:59:38.145+00:00,0ffe06ed-2ad8-439e-8733-9c54d38d396b,200,,False,199.145,26.64,27,,False,132,logs
93,baseline,live,python-default,python,default,512,warmup,steady,off,False,,7,,,,1789981180.135,2026-09-21T08:59:40.134+00:00,6fb80b38-a87e-4db0-bf89-a14c93b26d3b,200,,False,3904.894,48.71,3495,3445.34,True,134,logs
94,baseline,live,python-default,python,default,512,warmup,steady,off,False,,7,,,,1789981184.042,2026-09-21T08:59:44.042+00:00,94800a43-9e55-456d-8c05-5634e06b8b7c,200,,False,218.105,46.98,47,,False,134,logs
95,baseline,live,python-default,python,default,512,measure,steady,off,False,,7,,,,1789981184.261,2026-09-21T08:59:44.261+00:00,c0973681-3e4d-4dee-875c-ef27ccdc8fa7,200,,False,199.761,32.15,33,,False,134,logs
96,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,8,,,,1789981186.249,2026-09-21T08:59:46.248+00:00,38a3cde6-1dac-4ea3-a615-f54ed2b31271,200,,False,2757.225,12.89,2376,2362.81,True,134,logs
97,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,8,,,,1789981189.006,2026-09-21T08:59:49.006+00:00,1a337dfe-135e-42d6-985d-9871a85e6fbe,200,,False,182.557,13.22,14,,False,134,logs
98,baseline,live,python-default,python,default,3008,measure,steady,off,False,,8,,,,1789981189.189,2026-09-21T08:59:49.189+00:00,d71f6713-c1fc-4171-812a-c7f6515ffd8a,200,,False,174.267,12.17,13,,False,134,logs
99,baseline,live,python-default,python,default,512,warmup,steady,off,False,,8,,,,1789981191.326,2026-09-21T08:59:51.326+00:00,b1af81f4-8fb6-474b-8d0e-3da8f78ac2b6,200,,False,3953.728,47.7,3534,3485.58,True,132,logs
100,baseline,live,python-default,python,default,512,warmup,steady,off,False,,8,,,,1789981195.281,2026-09-21T08:59:55.280+00:00,d943bf19-9609-4ffd-9864-3d8aa92a51d8,200,,False,240.084,52.78,53,,False,132,logs
101,baseline,live,python-default,python,default,512,measure,steady,off,False,,8,,,,1789981195.522,2026-09-21T08:59:55.522+00:00,97fb98a0-5b06-4f7f-9f03-689eff2b1ab5,200,,False,255.781,46.75,47,,False,132,logs
102,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,8,,,,1789981197.686,2026-09-21T08:59:57.686+00:00,4b7ad19a-fce5-4ba1-9b97-c85671ee866f,200,,False,3113.53,16.35,2729,2712.05,True,134,logs
103,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,8,,,,1789981200.801,2026-09-21T09:00:00.800+00:00,b5ec6b4e-5489-4eb7-9939-6cef079cea59,200,,False,222.67,12.95,13,,False,134,logs
104,baseline,live,python-default,python,default,1024,measure,steady,off,False,,8,,,,1789981201.024,2026-09-21T09:00:01.024+00:00,1488e2da-8de7-4162-9e2f-3a7c538c5d0a,200,,False,196.033,26.75,27,,False,134,logs
105,baseline,live,python-default,python,default,128,warmup,steady,off,False,,8,,,,1789981203.118,2026-09-21T09:00:03.118+00:00,260f0ae3-bad1-41b6-9459-35458b9855ea,200,,False,4096.708,207.39,3681,3472.79,True,112,logs
106,baseline,live,python-default,python,default,128,warmup,steady,off,False,,8,,,,1789981207.218,2026-09-21T09:00:07.217+00:00,5c3979b0-bb30-4ead-9090-cde19062d040,200,,False,376.708,209.23,210,,False,112,logs
107,baseline,live,python-default,python,default,128,measure,steady,off,False,,8,,,,1789981207.595,2026-09-21T09:00:07.595+00:00,f8803cba-6f3f-4a7f-9435-0722d484299e,200,,False,378.701,214.25,215,,False,112,logs
108,baseline,live,python-default,python,default,128,warmup,steady,off,False,,9,,,,1789981207.975,2026-09-21T09:00:07.974+00:00,074560e3-9b48-470a-a4ac-8d2ccf9698a5,200,,False,419.007,211.68,212,,False,112,logs
109,baseline,live,python-default,python,default,128,warmup,steady,off,False,,9,,,,1789981208.395,2026-09-21T09:00:08.394+00:00,692828c9-0818-48b4-b22b-d3bd558fb99f,200,,False,379.195,210.98,211,,False,112,logs
110,baseline,live,python-default,python,default,128,measure,steady,off,False,,9,,,,1789981208.775,2026-09-21T09:00:08.774+00:00,43c7e092-5f7c-4b6f-b602-19e3c38e6e0c,200,,False,378.726,203.1,204,,False,112,logs
111,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,9,,,,1789981210.985,2026-09-21T09:00:10.984+00:00,6675df67-0a76-4e07-9ade-74ac8ea4ee28,200,,False,3985.088,28.0,3581,3552.73,True,134,logs
112,baseline,live,python-default,python,default,1024,warmup,steady,off,False,,9,,,,1789981214.971,2026-09-21T09:00:14.970+00:00,eb51b898-0ead-4095-8e23-f64ee02b3cd7,200,,False,205.979,16.79,17,,False,134,logs
113,baseline,live,python-default,python,default,1024,measure,steady,off,False,,9,,,,1789981215.178,2026-09-21T09:00:15.177+00:00,e5da0a47-32c1-4a3b-93cc-98f14e1d4aa5,200,,False,189.345,16.66,17,,False,134,logs
114,baseline,live,python-default,python,default,512,warmup,steady,off,False,,9,,,,1789981217.183,2026-09-21T09:00:17.182+00:00,d1927b92-af84-4f3b-b670-5d70c59b1f14,200,,False,4012.311,47.44,3545,3497.16,True,132,logs
115,baseline,live,python-default,python,default,512,warmup,steady,off,False,,9,,,,1789981221.196,2026-09-21T09:00:21.195+00:00,c6a19fd4-4cdf-42b1-90fa-c1b53d1ac5ac,200,,False,272.534,46.9,47,,False,132,logs
116,baseline,live,python-default,python,default,512,measure,steady,off,False,,9,,,,1789981221.469,2026-09-21T09:00:21.469+00:00,bb2dba58-ebef-482c-a265-53ceef1c4f85,200,,False,203.803,28.98,29,,False,132,logs
117,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,9,,,,1789981223.464,2026-09-21T09:00:23.463+00:00,3b5d257b-e87f-48a8-b8a6-146f41674ec3,200,,False,3629.07,17.43,3201,3183.0,True,132,logs
118,baseline,live,python-default,python,default,3008,warmup,steady,off,False,,9,,,,1789981227.094,2026-09-21T09:00:27.093+00:00,894debfb-39dd-47f9-af86-e8bad3a4151f,200,,False,192.549,16.75,17,,False,132,logs
119,baseline,live,python-default,python,default,3008,measure,steady,off,False,,9,,,,1789981227.287,2026-09-21T09:00:27.287+00:00,8e1e4d7a-d559-4f4c-9d8c-a1317d112cd8,200,,False,186.976,16.95,17,,False,132,logs
