run_id,campaign,fault_mode,visibility_timeout,max_receive_count,batch_size,produced,unique_success,loss_rate,duplicate_rate,dlq_capture_rate,dlq_unique,recovery_time_s,recovered,throughput_msg_s,success_rate,wall_time_s,usd_total,started_at,finished_at,region,backend
5b47cda4-ced7-5753-8d25-f4596ff4c688,L_vt_consumer_kill,consumer_kill,30,5,10,200,200,0.0,0.015,0.0,0,2.343076705932617,True,2.8244,1.0,70.813,0.00038653216492400005,2026-09-20T11:49:56+00:00,2026-09-20T11:52:59+00:00,eu-west-1,live
55d55073-8262-501f-a790-2b76eec19fca,L_vt_consumer_kill,consumer_kill,90,5,10,200,200,0.0,0.005,0.0,0,7.531581878662109,True,1.5373,1.0,130.101,0.000381845617911,2026-09-20T11:52:59+00:00,2026-09-20T11:57:00+00:00,eu-west-1,live
84eba0b2-62ac-5448-aa5b-1fb14a63e52d,L_mrc_unhandled_error,unhandled_error,30,1,10,200,182,0.0,0.0,0.16,32,,False,7.1222,0.91,25.554,0.0003108326412751665,2026-09-20T11:57:00+00:00,2026-09-20T11:59:50+00:00,eu-west-1,live
61d37936-8bd8-516e-a5ff-918231467af7,L_mrc_unhandled_error,unhandled_error,30,5,10,200,200,0.0,0.05,0.0,0,28.506457090377808,True,2.9202,1.0,68.489,0.0003620931912220834,2026-09-20T11:59:50+00:00,2026-09-20T12:02:48+00:00,eu-west-1,live
