memory_mb,n,duration_p50_ms,duration_p95_ms,duration_p99_ms,billed_p50_ms,cost_per_1k_usd
128,10,199.0,206.776,207.3232,199.5,0.0005131682324999999
512,10,43.675,47.713499999999996,48.566700000000004,44.0,0.00048666810000000003
1024,10,23.325,28.639499999999998,29.247899999999998,24.0,0.00051866826
3008,10,16.33,16.8785,16.9757,17.0,0.0008188364274999999
