runtime,variant,process_wall_ms,ok,init_proxy_ms,handler_ms,digest,items_total,rep,warmup,seq
nodejs,optimised,72.793,True,29.032,36.421,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,30,False,181.0
python,default,2460.921,True,2381.69,8.34,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,30,False,182.0
python,optimised,32.648,True,20.816,8.461,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,30,False,183.0
nodejs,default,393.158,True,327.167,50.606,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,30,False,184.0
java,optimised,161.36,True,37.23,88.821,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,30,False,185.0
nodejs,optimised,73.498,True,29.189,37.497,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,186.0
java,optimised,157.517,True,38.819,82.838,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,187.0
nodejs,default,384.364,True,321.276,50.446,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,188.0
python,default,2470.124,True,2392.832,8.431,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,189.0
java,default,345.928,True,243.076,65.392,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,190.0
python,optimised,32.945,True,20.862,8.8,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,31,False,191.0
java,optimised,156.259,True,36.502,82.596,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,192.0
nodejs,default,376.989,True,311.569,50.383,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,193.0
python,optimised,39.746,True,26.537,9.146,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,194.0
java,default,329.266,True,217.572,72.938,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,195.0
python,default,2491.466,True,2412.924,8.266,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,196.0
nodejs,optimised,74.005,True,30.017,37.34,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,32,False,197.0
nodejs,optimised,73.408,True,29.584,37.131,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,198.0
java,default,324.324,True,214.642,71.349,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,199.0
nodejs,default,384.266,True,320.35,50.323,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,200.0
java,optimised,191.241,True,40.829,101.44,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,201.0
python,default,2492.091,True,2411.843,8.518,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,202.0
python,optimised,32.451,True,20.692,8.461,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,33,False,203.0
python,optimised,31.605,True,19.973,8.451,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,204.0
java,default,320.096,True,218.112,64.773,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,205.0
nodejs,default,381.044,True,317.266,49.352,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,206.0
java,optimised,189.301,True,40.295,103.92,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,207.0
nodejs,optimised,75.738,True,28.772,39.969,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,208.0
python,default,2474.33,True,2396.741,8.462,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,34,False,209.0
python,default,2462.35,True,2382.309,8.23,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,210.0
nodejs,default,391.896,True,327.037,47.876,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,211.0
java,default,354.106,True,246.473,64.823,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,212.0
java,optimised,154.49,True,35.706,84.839,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,213.0
nodejs,optimised,73.417,True,29.43,37.318,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,214.0
python,optimised,32.529,True,20.893,8.355,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,35,False,215.0
python,default,2460.491,True,2378.442,8.469,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,216.0
nodejs,optimised,74.998,True,31.106,36.811,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,217.0
nodejs,default,393.279,True,329.881,49.505,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,218.0
java,optimised,173.887,True,41.603,89.24,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,219.0
java,default,341.839,True,236.693,67.728,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,220.0
python,optimised,33.236,True,21.31,8.474,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,36,False,221.0
python,default,2459.4,True,2379.945,8.718,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,222.0
python,optimised,32.87,True,21.117,8.362,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,223.0
java,default,322.308,True,214.285,70.978,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,224.0
java,optimised,156.835,True,39.493,82.721,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,225.0
nodejs,default,389.073,True,326.135,49.962,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,226.0
nodejs,optimised,82.545,True,35.725,39.991,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,37,False,227.0
nodejs,default,390.987,True,319.564,54.467,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,228.0
nodejs,optimised,82.725,True,35.866,40.049,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,229.0
java,optimised,160.924,True,37.308,86.87,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,230.0
java,default,329.446,True,213.953,77.572,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,231.0
python,optimised,32.861,True,20.92,8.505,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,232.0
python,default,2460.311,True,2381.987,8.768,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,38,False,233.0
nodejs,optimised,75.935,True,32.0,36.675,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,234.0
java,optimised,162.064,True,37.084,89.53,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,235.0
nodejs,default,379.234,True,318.27,46.395,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,236.0
python,optimised,39.821,True,24.127,11.296,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,237.0
java,default,338.065,True,234.991,65.768,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,238.0
python,default,2458.453,True,2379.917,8.313,d8d5607bf95a849f849452b53059fe3780e35480a0b8fed2c70e81ca09a44878,97,39,False,239.0
